month-day,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
06-03,2.44,3.2,3.03,3.18,1.09,3.37,2.65,2.55,3.37,3.98,1.76
06-04,2.77,2.25,2.1,3.79,2.9,3.02,3.61,2.48,5.64,3.68,3.55
06-05,3.92,3.8,2.7,5.63,3.28,2.8,4.5,1.73,2.69,3.5,2.38
06-06,3.16,3.95,2.49,7.33,2.78,3.16,5.01,1.34,2.22,3.67,2.07
06-07,2.55,2.18,0.89,6.04,2.12,3.7,2.52,1.9,1.55,3.61,3.05
06-08,1.79,2.95,1.53,5.45,1.99,5.59,2.94,1.7,3.99,4.12,3.07
06-09,2.71,4.6,1.62,3.91,1.9,1.87,1.38,2.63,3.56,4.48,2.9
06-10,3.45,4.48,1.33,4.34,2.26,3.22,2.35,2.83,3.99,3.25,4.05
06-11,2.16,4.47,1.11,4.66,2.8,1.94,4.08,3.24,3.58,1.17,2.36
06-12,0.61,2.67,2.85,4.15,2.75,1.19,4.06,2.05,3.1,1.51,1.07
06-13,1.39,3.52,2.83,1.23,2.23,4.78,3.28,1.38,1.72,3.47,3.63
06-14,2.86,2.62,3.4,2.31,4.37,4.2,2.13,2.43,1.96,2.9,4.6
06-15,3.33,2.81,3.08,3.94,1.95,3.76,1.35,2.07,1.01,2.28,4.83
06-16,3.59,1.04,2.43,3.26,3.7,4.54,1.42,1.75,1.32,2.11,3.72
06-17,3.78,3.81,1.53,1.4,4.12,3.43,0.78,1.09,3.08,2.33,2.27
06-18,2.86,2.84,2.41,1.23,4.4,1.23,2.25,3.79,3.49,2.06,2.31
06-19,2.02,2.91,3.41,1.46,3.39,2.16,4.04,2.69,3.7,2.77,3.2
06-20,1.34,2.01,4.27,2.42,3.87,3.36,3.23,2.4,3.08,3.08,1.83
06-21,2.07,3.72,2.71,2.58,3.8,2.06,4.17,5.02,1.56,2.42,2.65
06-22,1.91,3.9,2.81,3.85,2.51,2.33,2.99,4.09,2.18,1.42,2.59
06-23,1.08,2.42,1.77,4.79,2.1,3.14,2.29,1.87,2.18,2.09,1.34
06-24,1.89,3,3.52,4.64,1.5,2.15,2.94,1.55,4.2,1.99,1.33
06-25,2.23,2.11,2.15,4.16,1.12,2.17,2.64,2.26,4.18,4.09,1.44
06-26,1.89,3.42,3.47,1.95,1.96,4.27,2.62,2.15,4,3.53,1.6
06-27,2.88,2.69,2.85,2.79,3.18,4.99,5.68,3.85,3.25,2.61,3.58
06-28,1.84,3.16,3.05,2.57,3.71,4.08,5.82,1.61,3.37,2.65,3.26
06-29,2.69,1.95,5.38,2.26,3.56,2.76,5.98,2.75,3.33,2.25,1.11
06-30,1.29,2.69,3.95,1.57,3.44,3.88,4.25,2.03,2.21,3.76,2.46
07-01,2.2,3.84,5.06,3.36,3.37,3.48,4.1,1.44,3.4,4.11,2.79
07-02,1.32,2.35,4.39,2.7,4.1,2.06,3.14,1.18,3.95,3.9,2.77
07-03,3.5,3.06,2.59,3.07,3.98,2.12,5.32,2.86,2.03,5.07,3.09
07-04,4.17,3.63,3.14,1.72,1.53,0.85,6.29,3.39,2.34,3.21,4.25
07-05,4.22,2.36,3.67,1.77,1.22,1.9,6.9,3.45,2.47,4.06,4.14
07-06,2.71,3.19,1.6,2.8,1.43,2.07,4.12,5.61,2.86,2.95,4.68
07-07,2.36,4.59,2.4,2.86,1.45,1.83,2.75,4.33,3.05,2.6,3.32
07-08,1.95,4.87,4.08,1.84,1.87,1.28,3.5,2.22,2.24,1.97,2.28
07-09,5.23,2.18,4.54,2.41,1.84,1.72,4.12,1.79,2.86,2.62,3.77
07-10,4.36,2.64,5.28,2.48,3.06,2.64,3.51,0.86,0.92,3.85,4.18
07-11,2.91,3.1,5.5,3.58,2.46,2.3,2.56,1.71,1.49,4.7,2.55
07-12,1.64,4.23,2.75,3.55,1.41,3.44,1.08,1.68,2.28,4.05,3.04
07-13,2.79,4.43,2.97,1.39,1.19,2.26,2.39,2.58,2.09,3.29,2.15
07-14,3.51,2.87,2.51,3.11,1.48,2.63,2.29,3.65,2.62,3.78,1.96
07-15,2.32,2.45,3.06,3.13,1.37,1.88,2.19,3.66,2.17,7.01,2.42
07-16,2.02,3.69,3.52,3.04,2.19,1.48,2.67,2.77,2.37,5.36,3.26
07-17,2.13,4.29,2.9,2.3,3.25,2.42,1.93,2.16,2.32,3.54,1.53
07-18,3.06,2.76,1.09,4.06,1.35,3.11,2.5,1.26,2.13,1.77,1.95
07-19,1.38,3.23,2.93,4.41,1.73,3.99,1.94,1.49,3.83,2.7,2.17
07-20,1.94,3.68,4.01,3.94,2,4.47,2.27,1.52,3.5,1.51,2.67
07-21,2.43,4.23,1.65,4.73,0.61,3.22,1.85,1.68,2.56,2.63,2.12
07-22,2.89,3.3,0.77,3.37,1.62,3.67,2.35,1.94,2.86,5.01,4.17
07-23,3.74,2.26,1.36,2.67,2.54,2.56,3.23,3.91,2.99,4.97,2.44
07-24,3.44,3.17,3.18,4.16,2.37,2.89,3.12,3.02,5.07,2.7,2.8
07-25,2.84,4.56,2.67,2.49,1.57,2.49,4.64,1.74,4.54,2.16,4.01
07-26,1.98,4.14,2.42,4.25,2.34,2.72,4.04,1.7,1.91,2.96,2.62
07-27,1.93,5.93,3.2,4.26,2.45,3.74,5.43,3.09,2.26,4.61,1.98
07-28,3,5.15,3,5.78,5.76,3.78,3.96,4.93,2.69,3.24,1.42
07-29,3.11,3.31,3.22,3.45,6.27,2.83,2.09,4.3,1.8,4.23,2.16
07-30,2.36,2.59,1.76,4.53,4.21,6.04,2.12,5.61,2.82,5.12,2.11
07-31,2.53,1.79,2.22,3.65,2.95,4.72,3.81,2.94,3.67,4.96,3.2
08-01,2.54,2.15,2.79,3.39,2.27,1.97,3.33,1.98,1.74,4.18,1.48
08-02,2.92,2.83,4.21,5.28,1.56,2.29,2.84,1.7,4.4,5.18,1.83
08-03,3.28,4.37,5.5,6.48,1.1,1.32,2.55,1.68,3.85,3.23,2.93
08-04,2.06,4.49,4.34,3.99,2.8,2.91,3.42,1.48,3.06,2.3,1.89
08-05,2.79,2.71,2.63,2.19,1.77,4.06,4.87,3.91,3.73,4.16,3.23
08-06,2.88,3.42,2.92,3.07,1.33,4.59,2.57,5.28,2.15,4.25,3.2
08-07,1.1,0.98,5,2.49,2.38,4.29,1.47,4.56,1.36,3.15,3.09
08-08,1.67,1.92,3.83,1.95,3.87,2.68,2.56,5.38,2.06,3.03,4.63
08-09,3.84,2.38,3.33,3.65,1.82,5.82,3.18,3.99,2.63,1.62,4.17
08-10,5.72,3.43,2.66,3.25,3.81,8.35,2.55,2.51,2.75,2.43,3.18
08-11,5.41,0.95,3.77,3.22,2.76,5.15,1.27,2.8,2.81,3.57,3.28
08-12,4.61,3.61,3.63,3.47,3.36,1.47,1.67,3.35,3.06,4.71,3.55
08-13,3.6,4.11,3.32,1.62,2.89,2.79,1.9,3.83,2.9,4.01,2.43
08-14,2.45,2.93,1.9,1.83,3.01,4.47,1.6,2.97,2.17,4.09,1.23
08-15,2.72,2.32,2.52,2.1,3.99,4.26,1.47,3.72,2.19,1.95,4.7
08-16,3.65,1.26,2.71,2.99,3.67,5.25,1.01,3.66,1.35,2.04,1.49
08-17,5.06,2.09,2.36,4.71,2.67,4.51,2.31,3.5,2.86,3.97,1.8
08-18,3.52,2.63,2.03,4.89,3.59,3.95,3.38,3.19,2.38,3.76,2.48
08-19,3.09,3.2,3.58,4.89,4.28,4.28,3.99,2.67,3.28,4.32,3.34
08-20,2.13,3.33,6.5,3.08,2.01,2.9,4.14,1.89,3.19,2.58,4.32
08-21,3.06,3.34,5.27,1.71,2.08,2.48,7.51,1.74,2.07,2.36,4.13
08-22,3.15,3.02,4.31,2.09,2.39,2.92,6,2.87,2.51,2.74,6.39
08-23,2.75,3.74,2.68,3.25,3.62,1.59,4.36,3.07,2.99,1.23,5.23
08-24,1.78,3.08,1.49,2.57,4.3,1.73,3.26,3.69,2.53,1.91,2.84
08-25,2.65,4.99,1.86,0.97,3.07,1.82,8.1,2.92,1.8,2.79,4.38
08-26,3.08,6.12,1.79,1.16,4.39,1.4,5.45,3.98,0.76,2.41,3.45
08-27,3.34,3.85,3,1.49,3.76,1.42,2.81,3.18,2.21,2.86,2.75
08-28,4.07,3.29,3.65,1.63,1.56,3.06,3.51,3.5,2.84,1.94,2.45
08-29,5.12,1.99,1.85,2.18,2.52,2.92,6.1,3.04,3.61,2.26,2.47
08-30,3.78,2.74,1.5,3.18,1.43,3.54,4.27,4.24,4.12,3.08,2.66
08-31,2.63,3.63,2.61,1.66,1.57,3.55,1.06,3.98,4.63,2.01,4.52
09-01,2.3,2.22,2.15,1.76,2.12,2.83,0.73,3.63,4.37,0.69,2.84
09-02,1.81,1.83,3.57,1.31,1.62,3.12,2.77,3.7,2.17,2.43,3.1
09-03,2.68,2.42,4.3,3.72,1.13,3.68,5.07,2.75,2.21,1.39,2.24
09-04,2.22,2.59,4.58,3.39,2.96,5.17,3.14,3.09,3.34,2.71,1.84
09-05,1.2,2.8,1.84,4.32,3.07,3.53,2.92,2.33,2.91,2.53,4.09
09-06,0.8,2.09,1.79,3.36,2.61,3.53,1.75,0.9,3.52,1.22,1.25
09-07,1.5,2.62,2.1,3.45,3.34,3.35,2.77,2.02,3.53,1.67,1.44
09-08,1.11,2.21,3.82,4.07,3.08,2.24,2.83,2.67,3.41,0.89,1.9
09-09,1.29,3.24,4.75,3.02,3.82,2.51,3.15,3.16,2.96,0.77,3.87
09-10,2.05,3.42,4.33,4.85,3.82,1.61,1.51,3.2,2.2,1.89,4.7
09-11,2.27,3.39,1.84,5.91,4.96,4.47,2.52,2.82,2.11,2.76,4.54
09-12,2.31,3.7,3,5.36,2.01,4.01,3.1,1.48,2.08,1.98,3.31
09-13,2.89,1.8,2.66,6.88,1.65,2.61,2.85,2.77,2.71,2.73,2.02
09-14,3.54,4.94,2.37,4.07,3.34,1.36,1.67,1.91,2.73,1.69,1.89
09-15,1.91,4.48,2.7,2.35,2.74,1.9,1.3,2.23,2.1,1.76,2.25
09-16,2.12,3.12,4.22,1.83,3.93,1.84,3.68,1.77,3.4,2.43,2.8
09-17,3.14,3.48,4.72,1.65,3.84,2.8,4.18,2.07,3.3,3.6,3.87
09-18,2.46,1.96,2.07,2.78,5.92,1.92,4.64,1.88,3.35,4.72,4.5
09-19,1.06,1.89,1.36,1.91,6.22,1.54,4.97,1.73,1.32,6.81,4.4
09-20,1.95,2.4,1.29,3.19,6.95,3.47,3.86,3.25,1.36,7.2,4.05
09-21,3.66,3.37,1.93,3.83,6.91,3.75,1.23,1.12,1.12,1.83,2.93
09-22,1.85,2.61,2.47,2.04,3.14,3.36,2.99,1.86,2.36,2.73,2.31
09-23,1.8,4.05,2.12,2.68,4.02,4.51,4.01,2.84,1.89,3.05,3.22
09-24,3.49,3.93,4.44,2.88,2.18,4.5,4.06,2.53,3.87,5.56,2.83
09-25,3.17,2.09,4.1,1.99,1.64,4.37,6.92,1.41,3.03,2.87,2.51
09-26,2.79,1.79,2.44,1.43,2.05,5.21,6.48,2.93,4.82,3.26,4.4
09-27,1.18,2.83,3.83,2.8,2.13,5.54,6.18,5.33,4.16,4.05,4.76
09-28,1.68,2.94,4.6,2.85,3.55,5.38,2.73,4.29,2.72,4.54,2.07
09-29,1.79,3.64,5.1,3.37,1.1,6.61,1.61,4.13,1.13,3.29,4.67
09-30,2.52,3.96,3.26,2.98,2.81,3.55,4.35,5.36,4.57,2.29,6.07
10-01,2.61,3.59,2.5,5.2,3.46,4,2.79,4.43,4.36,3.29,5.34
10-02,1.31,2.02,2.95,5.31,4.45,3.3,5.21,4.55,2.18,1.73,4.77
10-03,2.37,1.21,1.53,3.24,2.19,2.8,3.08,4.09,1.97,4.49,2.75
10-04,3.61,1.89,4.05,4.38,2.24,3.68,5.05,4.02,4.46,3.63,1.49
10-05,1.24,4.24,4.58,5.3,1.6,1.92,4.32,5.99,6.5,3.44,3.16
10-06,4.27,3.18,3.65,3.12,4.16,4.66,5.04,4.16,3.88,4.15,3.87
10-07,4.07,3.57,2.33,4.47,2.49,3.12,4.04,1.79,4.42,3.88,3.57
10-08,4.7,1.56,2.36,2.04,2.93,4.47,4.83,1.11,2.39,1.54,4.37
10-09,6.04,1.42,2.77,2.05,2.44,4.37,2.94,1.17,2.94,1.56,3.66
10-10,3.1,2.93,2.98,4.32,3.16,5.45,4.15,2.11,2.67,3.43,3.11
10-11,2.25,2.86,1.93,6.06,4.7,6.14,2.9,2.33,0.98,3.74,1.3
10-12,3.06,2.73,3.38,3.51,6.53,1.55,2.17,2.72,2.64,1.64,3.56
10-13,2.6,4.16,3.56,4.6,5.93,3.75,3.63,1.39,1.28,5.9,2.22
10-14,1.68,4.17,2.27,2.97,3.08,2.82,4.18,2.73,1.56,3.32,3.27
10-15,2.17,3.12,2.5,3.52,2.11,2.36,3.95,2.29,4.24,2.61,3.68
10-16,2.64,4.42,3.93,5.37,2.96,3.06,2.26,1.85,3.77,2.33,3.97
10-17,3.92,3.85,3.31,2.7,1.92,3,1.61,2.93,3.05,4.76,1.98
10-18,5.18,2.04,4.58,2.06,2.84,5.54,1.05,3.44,2.19,5.79,2.2
