month-day,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
02-04,4.28,1.87,1.79,1.97,2.36,4.59,2.1,3.33,1.85,1.95,2.34
02-05,3.87,3.35,1.73,1.34,2.41,2.16,3.35,1.69,2.92,2.05,3.8
02-06,2.88,2.85,2.51,4.26,1.86,2.03,4.6,1.35,2.06,1.42,4.12
02-07,2.66,1.49,3.59,4.68,2.7,2.72,1.48,2.24,2.43,2.53,1.85
02-08,5.93,1.95,1.29,2.61,2.24,3.93,2.59,3.06,1.9,2.85,2.23
02-09,5.08,3.06,3.33,2.55,1.5,2.66,4.1,3.01,2.78,3.79,2.67
02-10,2.77,2.49,3.67,3.62,2.46,3.52,1.93,1.68,4.28,2.69,1.84
02-11,4.76,1.96,2.16,3,2.84,1.78,2.65,3.14,3.99,3.61,2.17
02-12,4.9,2.11,1.83,3.98,3.42,3.02,2.57,1.89,1.7,1.81,2.87
02-13,2.34,3.86,3.43,2.63,2.42,2.5,2.95,1.78,2.98,3.79,3.18
02-14,5.72,3.23,6.31,2.55,2.82,3.51,1.17,2.61,3.94,4.45,1.56
02-15,5.98,4.44,3.03,2.42,2.73,1.83,1.62,4.57,2.14,4.25,4.44
02-16,5.93,2.8,2.32,1.95,2.08,2.57,2.12,4.36,2.32,2.25,4.88
02-17,3.63,2.69,3.41,5.07,3.67,3.15,3.54,5.3,3.22,1.44,2.34
02-18,3.82,3.55,1.74,2.8,3.52,1.89,3.74,2.87,3.53,1.7,1.67
02-19,3.42,2.79,1.98,2.95,1.6,2.08,1.66,2.52,1.14,3.94,4.77
02-20,2.15,2.01,1.2,5.53,2.02,2.13,1.55,4.07,3.49,2.8,4.09
02-21,3.92,1.86,3.62,5.21,2.7,3.1,1.97,2.26,3.89,4.44,3.54
02-22,2.67,2.64,2.38,2.63,2.92,1.97,4.23,2.78,2.24,2.23,4.64
02-23,2.28,3.36,2.12,4.9,1.97,4.35,3.56,4.49,2.75,1.84,4.06
02-24,2.16,1.93,3.58,4.15,2.43,1.89,1.6,3.6,3.04,1.25,2.86
02-25,2.22,2.17,2.33,1.55,2.36,2.74,1.51,2.04,2.04,4.2,2.85
02-26,2.02,1.7,2.1,1.71,3.39,3.1,3.75,2.68,2.3,4.38,5.59
02-27,3.24,3.45,2.69,3.9,2.02,1.97,3.81,4.61,3.73,2.62,5.77
02-28,3.47,2.77,2.73,2.83,2.57,3.31,1.92,1.65,1.46,4.09,3.83
02-29,0,0,3.17,0,0,0,1.31,0,0,0,1.72
03-01,2.95,3.59,3.98,1.33,5.86,2.15,2.13,2.45,2.42,3.72,3.43
03-02,3.93,3.78,1.78,2.38,3.28,2.42,3.3,6.01,2.19,5.05,3.66
03-03,3.93,2.6,1.85,3.67,1.61,2.58,2.08,4.29,2.46,1.99,2.42
03-04,2.49,2.37,2.11,2.05,3.61,5.17,1.69,1.68,1.82,2.12,2.79
03-05,3.19,3.55,1.86,1.75,5.47,2.55,4.56,1.18,3.35,2.98,2.72
03-06,5.02,3.2,2.66,1.71,4.53,1.96,3.1,3.03,3.82,2.2,5.16
03-07,2.75,3.74,2.81,2.24,3.85,3.43,3.03,3.51,2.26,1.38,3.29
03-08,2.57,5.18,1.39,1.45,2.86,3.78,3.57,2.7,3.37,2.12,2.41
03-09,1.92,3.06,4.13,1.64,5.16,3.11,3.75,2.31,2.38,2.29,3.93
03-10,4.92,4.04,4.02,2.72,3.05,2.42,3.67,3.9,1.54,3.35,2.93
03-11,2.87,3.84,2.99,2.85,2.28,4.51,3.22,1.98,2.61,1.83,2.26
03-12,2.71,3.72,2.65,1.7,1.86,1.87,2.41,1.45,1.73,1.84,3.47
03-13,5.22,2.59,1.84,1.51,1.78,3.74,2.27,3.73,3.13,4.24,4.42
03-14,3.5,1.76,3.85,3.88,1.64,2.71,3.87,4.82,4,3.02,1.99
03-15,2.34,2.11,4.58,4.43,3.97,2.17,2.12,2.64,2.23,1.59,2.38
03-16,2.72,1.66,1.96,1.96,4.82,1.9,4.48,3.66,1.92,2.31,2.53
03-17,2.05,2.18,1.71,2.5,3.12,2.51,2.64,3.07,1.57,2.88,4.32
03-18,5.26,2.28,3.58,1.63,3.11,2.49,1.74,1.99,4.9,4.42,6.06
03-19,3.46,3.01,3.53,2.43,2.96,2.41,3.37,3.02,3.49,2.17,2.47
03-20,2.04,2.28,2.52,2.21,5.04,2.44,3.99,2.11,2.9,2.39,5.22
03-21,4.88,2.18,2.31,3.79,4.36,5.27,1.99,5.76,2.14,1.51,4.96
03-22,2.25,2.39,2.44,4.39,3.09,3.42,3.42,3.62,4.38,1.64,2.69
03-23,2.36,2.78,2.6,1.77,2.19,3.1,2.67,1.81,3.16,3.32,1.34
03-24,2.3,3.8,3.85,4.04,1.89,2.22,4.08,3.28,1.97,3.36,1.17
03-25,2.67,3.54,2.89,2.21,2.14,2.61,1.88,2.48,1.98,4.33,2.23
03-26,2.21,1.9,2.13,3.08,1.61,1.7,1.69,2.48,5.19,2.3,4.1
03-27,3.19,2.21,2.24,4.82,1.66,3.68,4.39,2.1,2.94,2.9,2.99
03-28,2.31,1.83,1.61,1.89,1.42,3.4,4.88,4.67,2.84,3.49,2.69
03-29,3.91,2.93,2.14,1.8,1.77,2.31,5.86,3.18,1.79,2.53,5.73
03-30,6.49,1.88,3.26,1.8,3.5,1.69,2.02,2.12,2.38,1.51,2.21
03-31,5.02,4.02,1.9,2.82,2.12,2.51,1.84,2.6,3.09,2.22,3.34
04-01,2.56,3.44,3.33,3.92,3.48,2.1,2.71,2.24,4.1,2.58,2.16
04-02,2.08,2.76,2.88,2.17,1.56,3.18,5.36,2.93,2.26,3.56,2.38
04-03,2.62,5.76,2.45,1.97,1.96,3.11,1.93,1.88,2.13,3.57,1.92
04-04,4.33,3.99,4.11,2.12,2.56,2.02,3.42,3.68,3.79,1.81,2.03
04-05,2.25,1.71,2.03,3.33,2.86,4.3,2.54,4.31,3.62,3.04,2.74
04-06,3.17,1.84,1.72,4.78,6.1,1.73,2.29,3.71,2.43,5.37,1.76
04-07,2.41,4.4,4.8,5.37,4.65,1.68,1.49,1.77,2.96,6.87,1.29
04-08,1.81,4.82,2.09,4.02,1.81,2.88,2.17,2.25,2.24,3.03,1.57
04-09,2.21,3.14,2.56,3.07,3.5,3.45,3.09,3.41,3.73,2.67,5.71
04-10,3.2,2.57,1.43,2.5,2.05,2.43,3.74,3.02,1.59,3.21,3.11
04-11,2.54,3.51,4.37,3.83,5.34,4.82,1.84,1.94,3.25,4.76,1.6
04-12,1.88,2.66,2.59,3.37,2.14,2.09,2.79,2.23,2.5,5.29,2.26
04-13,1.91,3.46,3.55,2.22,3.41,2.19,5.26,3.95,1.86,2.43,2.79
04-14,2.25,2.13,1.9,2.74,3.53,3.37,5.03,4.5,4.17,3.83,1.37
04-15,2.61,4.56,3.87,4.25,5.74,3.98,2.24,3.1,4.12,2.64,2.03
04-16,1.86,2.91,2.49,2.32,2.17,2.63,3.64,2.36,3.44,2.03,3.9
04-17,1.91,3.7,6.85,2.6,2.27,1.88,2.2,3.51,1.69,3.03,2.24
04-18,3.58,3.35,2.14,5.47,3.45,2.18,4.91,4.75,2.25,2.22,2.71
04-19,3.78,1.52,2.39,3.89,2.35,2.8,3.95,2.67,1.99,2.28,4.41
04-20,2.11,5.5,2.67,1.91,2.12,2.88,2.51,1.96,1.7,3.02,1.73
04-21,3.26,3.47,3.53,1.28,3.06,1.82,1.9,2.1,1.78,3.03,1.81
04-22,2.39,1.97,2.35,2.22,1.38,1.67,2.35,3.3,2.67,2.81,2.54
04-23,1.71,1.48,2.04,2.51,1.94,2.33,2.09,2.9,1.54,2.24,2.38
04-24,2.09,2.87,2.43,1.6,3,3.04,2.43,1.77,2.46,2.24,2.77
04-25,2.14,2.49,1.61,2.97,4.47,2.29,2.81,2.51,1.7,2.76,1.87
04-26,1.95,2.14,1.54,4.05,2.68,3.4,4.79,3.85,4.82,4.74,1.7
04-27,2.79,2.45,1.57,2.67,1.85,3.72,2.48,2.56,4.09,2.55,1.57
04-28,3.38,2.4,2.76,0.82,2.46,2.72,1.64,3.8,3.29,3.54,1.73
04-29,1.83,2.28,4.88,2.44,3.38,2.23,2.1,4.97,3.67,4.67,2.61
04-30,4.46,1.79,2.64,2.91,3.35,3.92,2.55,3.51,3.6,4.36,1.88
05-01,3.59,1.42,1.89,1.94,1.78,1.77,4.08,3.94,2.67,2.15,3.79
05-02,1.8,1.37,1.81,2.29,2.53,1.47,2.64,4.99,2.61,2.77,3.58
05-03,2.57,1.5,3.71,2.47,5.85,1.22,4.36,2.96,1.99,2.25,1.85
05-04,2.56,4.18,6.41,2.74,3.01,1.95,2.14,2.26,3.25,3.01,1.61
05-05,3.79,3.07,2.96,1.87,2.88,1.81,2.42,4.94,1.82,5.03,3.38
05-06,2.74,1.84,2.29,3.71,3.68,3.18,2.35,2.4,2.25,7.22,4.67
05-07,1.91,1.42,4.22,1.23,4.21,2.74,3.18,1.3,1.84,4.44,4.74
05-08,3.6,1.27,1.99,2.24,4.49,3.02,2.31,2.67,2.62,4.47,2.71
05-09,2.8,1.68,2.41,1.79,4.95,3.97,3.66,3.97,3.07,2.9,3.04
05-10,2.96,2.99,2.39,1.81,1.6,1.58,5.59,2.09,2.91,1.75,2.57
05-11,1.87,2.62,6.27,1.33,2.81,1.4,2.01,1.87,1.7,1.95,4.19
05-12,4.55,5.13,1.89,1.52,2.01,2.53,2.19,2.37,1.89,2.45,3.95
05-13,2.98,3.49,1.75,3.25,3.38,2.02,2.8,2.62,2.66,3.17,4.86
05-14,2.51,2.54,2.61,3.14,2.4,3.04,2.54,1.93,3.26,3.07,2.96
05-15,2.26,2.23,2.3,1.84,2.52,2.25,3.39,2.36,2.45,2.39,1.74
05-16,2.78,2.48,3.1,1.93,4.09,1.82,3.62,3.39,2.15,1.66,4.1
05-17,2.51,1.92,3.57,2.39,3.71,1.94,1.74,6.05,1.08,1.77,2.43
05-18,1.79,2.13,2.88,1.45,1.96,2.31,2.63,2.74,1.31,2.79,1.94
05-19,1.79,3.83,2.95,1.71,4.09,2.66,2.55,1.64,2.59,3.42,1.19
05-20,1.44,1.8,2.59,1.6,3.2,3.66,3.1,1.99,2.35,3.58,1.54
05-21,4.68,2.69,2.05,1.8,1.31,5.15,2.62,5.92,2.2,1.81,1.32
05-22,2.1,3.4,2.49,3.31,1.75,2.58,2.62,3.36,2.59,1.51,2.35
05-23,1.27,2.15,1.22,3.97,1.77,1.74,2,2.16,2.29,3.76,2.63
05-24,3.4,2.46,2.82,2.68,1.5,1.17,2.23,2.15,2.18,2.94,1.57
05-25,2.52,2.26,4,1.14,3.42,1.5,2.19,3.15,2.37,1.64,2.52
05-26,4.54,1.89,4.06,1.91,2.4,1.23,1.68,1.89,2.43,2.43,2.66
05-27,1.94,1.88,3.21,2.33,1.45,2.1,1.95,2.48,4.11,2.1,4.5
05-28,2.24,1.96,1.29,1.81,2.62,5.17,2.04,2.64,1.6,3.47,5.82
05-29,2.08,3.43,1.71,2.1,2.17,3.14,1.59,4.62,2.09,1.96,2.75
05-30,2.21,3.16,2.15,2.12,1.52,1.89,1.86,1.93,2.79,1.69,1.71
05-31,1.64,1.5,2.33,3.19,2.34,2.72,2.45,2.25,2.37,2.52,2.45
06-01,1.6,2.18,2.31,1.67,2.26,1.53,2.13,2.19,1.81,2.59,1.72
06-02,1.56,3.05,3.41,3.49,1.57,1.77,1.97,2.07,2.73,6.07,2.62
06-03,1.84,1.99,2.69,1.98,1.45,2.05,1.58,2.27,1.8,3.25,1.75
06-04,2.21,3.14,4.19,2.09,1.31,1.76,1.9,5.16,2.07,2.25,2.05
06-05,3.11,1.56,2.75,2.05,1.39,2.04,2.46,1.93,1.51,1.59,1.97
06-06,4.53,2.91,2.23,1.75,1.35,1.35,2.16,1.36,4.54,2.53,1.98
06-07,4.55,1.68,1.67,2.9,2.06,1.92,2.95,1.43,3.47,1.52,1.88
06-08,1.47,2.1,1.79,4.09,3.55,2.31,1.77,1.56,2.43,1.96,1.67
06-09,1.33,2.53,1.47,2.01,1.54,3.04,3.37,1.8,1.76,4.17,2.2
06-10,1.29,1.59,1.93,2.59,3.78,4.97,4.84,1.47,1.42,1.43,1.98
06-11,2.14,1.56,1.78,1.68,4.69,4.16,6.33,2.2,1.67,1.3,2.04
06-12,3.56,1.48,2.05,1.87,1.8,1.65,2.42,2.8,2.64,1.4,2.2
06-13,2.46,1.36,4.76,2.6,1.5,1.85,2.14,2.94,2.55,2.22,1.02
06-14,1.16,1.99,2.77,2.64,2.76,2.51,2.78,1.71,3,1.93,1.83
06-15,1.79,1.52,1.98,2.2,2.71,3.27,1.96,1.46,2.21,1.56,1.69
06-16,1.93,1.16,2.93,1.65,3.35,4.27,1.85,1.69,1.97,1.72,2.54
06-17,1.92,1.62,1.74,2.47,1.85,2.59,2.25,2.93,2.02,2.05,1.4
06-18,1.63,2.53,1.83,3.85,2.33,1.69,1.66,2.04,1.85,1.93,1.87
06-19,1.8,3.2,2.9,3.21,2.45,2.09,2.65,3.18,2.07,2.87,1.79
06-20,3.23,2.12,1.55,2.08,2.83,1.36,1.77,2.38,1.77,1.8,2.86
06-21,2.17,1.87,1.32,5.21,2.16,2.72,2.16,2.33,1.43,1.83,3.44
06-22,1.54,1.38,1.8,1.72,1.46,2.82,5.04,2.01,1.89,1.97,2.49
06-23,1.36,1.63,2.26,1.66,1.21,2.01,2.32,2.14,1.68,1.75,4.3
06-24,2.08,1.05,1.93,1.9,1.67,2.73,2.38,2.15,5.29,1.27,1.96
06-25,2.12,1.58,4.78,0.78,1.22,1.64,2.12,1.81,4.94,1.24,2.24
06-26,1.51,2.17,1.86,1.34,2.59,2.68,2.71,1.43,3.76,1.68,1.03
06-27,1.96,2.54,1.86,1.46,6.46,4.26,1.58,1.63,1.24,1.92,2.07
06-28,2.39,2.24,1.93,1.09,5.57,2.92,2.23,2.06,1.76,2.19,3.34
06-29,1.91,1.91,1.82,1.62,5.25,1.55,1.66,3.35,2.45,1.85,1.7
06-30,1.63,1.69,0.66,3.12,4.17,3.81,4.85,2.08,1.2,3.56,3.95
07-01,1.53,3.83,1.23,2.96,3.88,1.3,7.22,2.03,1.52,4.89,5.32
07-02,1.7,1.79,2.91,1.65,3.8,1.44,4.88,3.08,2.05,1.6,1.53
07-03,2.12,3.68,2.88,2.04,4.48,1.5,2.24,3.01,2.12,1.26,1.63
07-04,2.94,2.69,1.48,1.9,5.87,3.77,6.13,1.8,3.15,1.95,1.17
07-05,2.66,1.52,2.19,1.38,6.66,2.06,4.67,1.14,2.69,3.13,1.52
07-06,1.71,2.29,2.46,1.95,3.79,3.79,5.94,1.44,3.18,2.24,1.37
07-07,2.52,1.66,1.87,1.39,3.45,5.75,6.22,2.08,2.86,2.1,1.48
07-08,1.75,1.07,1.54,1.41,2.64,3.78,6.23,2.55,2.54,4.75,0.83
07-09,2.18,2.35,3.58,2.11,2.02,2.22,4.89,1.79,1.69,4.78,2.75
07-10,5.14,1.53,1.79,2.82,2.62,2.4,3.68,1.41,2.95,3.46,3.02
07-11,2.1,1.68,1.4,3.42,1.25,1.78,5.58,0.79,1.02,1.52,4.67
07-12,1.97,1.59,1.7,3.81,1.52,2.36,2.88,1.14,1.44,2.54,1.99
07-13,3.38,4.46,2.04,4.75,1.16,1.75,2.38,1.36,2.01,2.91,2.14
07-14,2.1,4.97,1.94,3.33,1.42,2.6,4.46,1.63,1.93,1.78,2.01
07-15,1.69,2.95,2.78,2.32,2.1,2.65,2.9,1.57,2.19,4.39,1.83
07-16,2.28,3.42,1.94,1.06,2.67,1.98,2.04,1.36,3.32,2.88,1.49
07-17,1.89,4.66,2.09,1.2,2.98,1.11,2.94,1.62,3.59,1.56,0.9
07-18,2.12,4.28,1.78,1.01,1.93,2,2.4,2.34,1.76,0.89,1.4
07-19,1.25,3.4,1.73,1.51,2.54,2.96,2.65,1.76,4.73,2.22,3.01
07-20,1.65,1.25,1.76,2.32,3.55,1.42,1.28,1.86,2.17,2,1.91
07-21,1.51,2.86,2.46,2.74,2.85,1.68,1.54,1.49,2.35,2.05,1.95
07-22,1.7,4.9,2.67,3.26,1.26,1.48,2.46,1.75,4.22,1.89,1.41
07-23,0.97,4.41,2.35,4.57,1.58,2.03,1.51,1.67,2.26,1.57,1.77
07-24,0.94,1.01,1.85,4.86,1.35,1.41,1.38,1.6,2.34,2.14,1.57
07-25,1.59,1,1.24,3.69,1.93,2.04,2.72,1.81,3.11,1.84,1.49
07-26,2.04,1.36,2.14,3.18,2.4,3.3,2.95,2.72,3.97,1.49,1.46
07-27,2.66,1.24,3.12,2.15,2.79,4.93,3.6,3.33,4.13,1.87,0.79
07-28,1.89,1.24,1.92,1.55,5.78,2.99,3.6,2.64,2.92,2.49,1.34
07-29,1.79,1.32,1.76,1.63,3.09,1.9,2.46,3.7,2.95,2.81,1.68
07-30,2.02,1.06,1.25,1.65,1.51,2.42,1.73,2.12,2.2,3.2,1.46
07-31,1.88,1.29,2.79,1.61,1.31,1.84,1.13,1.57,1.12,3.71,1.51
08-01,2.12,1.39,2.3,2.65,1.59,1.55,1.89,1.96,1.31,1.66,2.08
08-02,1.5,2.07,1.5,3.01,0.9,1.94,1.88,1.87,0.8,2.94,1.63
08-03,2.27,2.3,1.31,1.97,1.29,2.22,1.34,2.91,0.75,3.6,1.34
08-04,4.34,2.45,1.56,1.64,1.65,1.68,1.77,1.87,2.11,2.57,1.3
08-05,5.34,2.89,2.4,0.86,2.68,1.56,1.81,1.46,3.21,3.29,1.23
08-06,5.11,2.35,1.43,1.68,2.27,2.59,2.84,1.61,1.67,2.95,1.23
08-07,4.14,1.53,2.32,3.34,4.42,2.26,3.38,2.3,1.95,2.29,1.24
08-08,2.13,2.57,4.54,3.87,7.15,2.68,1.82,3.88,3.99,1.93,1.17
08-09,2.43,2.34,2.55,1.48,5.81,2.55,2.34,6.34,5.24,2.81,2.13
08-10,4.85,2.09,2.2,2.39,3.64,2.4,1.49,4.85,4.79,2.81,2.62
08-11,5.97,1.95,2.24,2.33,2.05,1.7,4.14,1.37,4.34,2.64,1.85
08-12,3.18,1.48,1.83,1.56,2.22,1.61,1.4,2.39,5.01,1.74,2.7
08-13,1.09,2.9,1.49,2.05,1.56,1.6,1.37,3.46,5.03,2.2,2.57
08-14,1.25,2.19,1.61,2,3.61,2.55,1.81,5.57,3.55,2.98,2.1
08-15,4.76,1.88,2.3,2.3,4.85,4.23,0.9,2.46,1.45,3.44,1.83
08-16,3.4,1.26,3.98,3.39,5.76,6.16,1.81,2.62,4.7,3.93,6.02
08-17,2.34,2.89,4.8,2.11,3.72,3.3,1.26,2.23,2.03,3.32,2.62
08-18,3.21,3.74,2.18,1.68,2.08,1.89,2.13,4.74,3.13,2.65,1.63
08-19,3.46,1.59,3.28,1.68,1.55,2.57,1.54,3.78,1.62,1.43,1.57
08-20,1.39,1.47,2.74,2.22,1.51,2.33,2.2,3.07,1.47,1.21,1.57
08-21,1.25,1.3,1.88,1.64,2.54,1.9,1.74,2.8,1.83,1.66,1.88
08-22,2.25,2.52,4.19,2.29,2.91,1.94,1.21,2.94,1.89,1.86,2.71
08-23,3.49,3.19,2.33,1.08,2.78,3.24,1.14,1.33,2.62,2.77,3.38
08-24,1.75,3.98,1.21,1.35,6,1.57,1.53,2.19,2.88,2.83,3.25
08-25,1.39,3.17,1.69,1.28,3.84,1.95,1.48,2.61,2.01,2.34,3.15
08-26,2.2,3.01,1.82,1.64,1.14,1.86,1.4,1.15,2.23,1.68,2.87
08-27,3.46,1.85,2.77,2.84,1.68,1.63,1.67,1.67,2.67,1.82,3.56
08-28,2.67,3.94,3.34,1.58,1.97,5.38,1.99,0.96,3.02,2.28,2.66
08-29,2.75,3.38,3.92,3.83,1.61,3.68,2.23,2.37,2.86,2.82,2.39
08-30,3.22,1.96,4.63,2.35,2.51,3.71,1.83,1.88,1.74,2.77,3.6
08-31,2.21,1.88,3.86,5.01,3.08,1.43,1.79,2.29,3.38,2.98,3.57
09-01,2.69,1.86,1.58,5.13,3.03,1.1,2.58,2.34,4.23,3.12,2.81
09-02,2.01,4.08,1.52,4.9,2.01,1.34,2.03,3.03,3.02,2.08,3.89
09-03,2.13,1.91,2.39,1.88,1,1.96,3.78,2.57,1.52,2.52,3.4
09-04,2.15,2.37,1.66,2.07,5.2,2.27,2.1,2.87,1.46,2.46,2.75
09-05,2.88,2.25,2.13,1.32,6.28,1.17,2.45,3.54,1.54,3.7,1.81
09-06,1.67,1.46,3.3,1.62,3.96,1.39,2.42,3.53,3.01,3.15,1.17
09-07,1.7,2.98,2.78,1.83,5.25,1.46,3.67,2.96,2.23,2.7,1.98
09-08,1.59,3.44,3.01,2.02,4.77,2.43,3.86,1.95,3.24,3.02,1.84
09-09,3.15,4.1,1.72,1.25,3.55,2.21,2.63,1.16,2.42,2.96,1.5
09-10,1.99,1.69,2.18,1.89,2.66,0.79,2.82,1.88,3.33,2.48,1.88
09-11,1.85,1.96,2.19,2.96,3.71,1.41,1.78,1.58,3.71,1.53,2.37
09-12,1.83,1.78,2.47,3.79,2.66,2.69,2.66,1.28,3.25,1.66,2.47
09-13,1.64,3.09,1.76,1.3,1.52,2.37,2.05,1.97,1.85,1.04,3.78
09-14,1.9,3.24,1.23,2.02,1.37,1.98,2.09,1.64,2.63,2.15,3.7
09-15,1.51,2.71,1.63,2.01,1.93,3.09,2.01,2.09,2.18,1.41,4.34
09-16,1.5,2.15,1.46,2.27,0.73,4.25,1.53,2.97,1.55,1.71,2.28
09-17,2.42,2.63,0.99,4.04,1.59,2.71,1.54,1.88,1.66,3.01,2.14
09-18,2.87,2.4,3.51,4.83,1.31,2.37,4.92,3.88,3.19,3.81,1.17
09-19,1.51,1.23,2.64,1.68,3.14,2.39,2.27,3.88,4.59,3.4,0.87
09-20,2.7,2.3,5.3,2.37,2.34,2.07,2.06,2.56,5.47,0.97,2.09
09-21,2.12,1.7,3.46,1.77,2.89,2.21,1.39,1.74,3.52,4.34,4.31
09-22,1.19,1.71,2.74,2.11,1.51,2.36,2.49,2.45,3.16,2.4,4.81
09-23,1.9,1.61,1.41,3.31,2.16,4.89,3.95,1.93,2.33,2.99,4
09-24,2.88,1.94,1.21,1.24,1.08,1.53,6,1.54,3.48,3.86,3.94
09-25,4.86,3.6,1.07,1.26,2.43,1.96,4.25,3.4,2.84,2.57,4.23
09-26,3.23,2.07,0.91,1.27,3.73,2.07,2.49,2.09,1.19,1.57,2.13
09-27,3.75,1.36,1.18,2.73,3.44,1.28,1.58,2.75,2.2,1.54,1.38
09-28,4.09,1.57,2.89,3.05,1.56,1.81,2.46,2.45,2.63,2.19,2.28
09-29,2.79,2.16,1.76,1.72,1.5,1.62,3.09,1.73,1.1,1.95,2.67
09-30,0.86,2.06,2.15,1.66,3.08,1.98,2.42,1.52,2.27,2.37,2.49
10-01,2.79,3.79,2.05,1.98,6.47,1.51,1.49,6.44,2.73,2.83,2.77
10-02,1.74,3.97,1.03,2.29,1.33,1.25,1.35,1.62,2.02,2.34,2.6
10-03,2.96,1.58,1.79,2,1.84,2.45,1.07,2.04,1.35,1.89,2.87
10-04,2.54,2.29,1.42,2.8,2.78,4.7,1.27,2.4,4.01,1.55,3.5
10-05,3.73,2.75,3.1,2.54,2.36,2.22,2.38,2.33,3.76,2.59,2.64
10-06,4.73,3.18,3.36,2.48,2.78,3.8,2.55,2.76,3.96,3.5,2.21
10-07,2.64,4.57,2.62,3,3.61,2.4,3.01,1.97,3.9,3.24,2.85
10-08,1.58,4.11,3.8,1.63,2.45,3.1,3.93,2.05,2.17,2.39,3.6
10-09,1.84,2.14,4.53,1.35,1.97,2.85,3.63,2.33,3.1,3.02,4.77
10-10,1.64,1.85,3.1,1.04,1.47,2.92,4.41,1.74,3.54,1.86,3.92
10-11,2.6,2.79,2.66,0.87,1.52,2.7,4.31,2.64,2.76,2.7,1.7
10-12,1.81,1.68,1.36,1.92,2.46,8.29,2.29,3.26,2.96,2.2,1.84
10-13,3.21,1.66,2.8,3.5,3.28,4.38,1.92,3.14,3.69,2.39,2.49
10-14,5.66,1.56,2.2,2.87,2.09,3.38,2.41,2.05,3.85,2.01,2.5
10-15,3.39,1.96,1.69,2.88,1.1,2.74,3.65,1.19,2.62,2.65,1.39
10-16,2.5,2.67,1.95,3.8,1.66,2.48,3.38,2.55,1.88,1.59,1.32
10-17,2.63,2.5,1.54,2.78,2.44,1.93,3.34,3.89,1.44,1.94,2.28
