month-day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
01-29,0.86,0.3,0.37,0.71,1.05,0.25,2.5,0.64,0.08,0.69,0,0.72,2.58,0.41,0.4,5.35,2.45,2.21,12.61,2.38,0.19
01-30,0.45,0.42,0.18,0.14,8.23,0.08,2.19,0.06,0.02,8.2,0.01,0.14,1.17,3.64,2.35,2.7,2.67,3.28,6.01,6.54,0.56
01-31,5.86,5.98,0.42,1.37,0.41,0,1.73,0.33,0.01,0.8,1.12,3.35,0.43,0.45,0.4,0.19,0.27,0.92,2.46,0.16,3.45
02-01,11.37,2.15,5.07,0.2,4.31,0.04,6.83,1.67,0.44,0.48,9.23,9.67,0.92,0.83,8.79,1.06,3.38,1.28,1.24,0.28,1.28
02-02,0.05,0.38,2.85,6.32,1.26,0,2.71,3.88,1.71,0.47,2.39,1.86,9.16,0.34,0.9,2.57,2.81,4.82,0.47,0.16,0.52
02-03,0.78,0.38,1.32,2.24,7.22,0.04,0.07,1.95,0.34,0.14,1.41,0.44,5.88,0.55,0.66,7.86,0.22,1.65,0.35,0.53,3.28
02-04,8.47,0.31,0.67,0.88,2.16,0.05,0.03,3.39,0.08,0.21,0.43,0.26,0.33,0.81,0.27,0.22,0,0.42,2,0.37,1.1
02-05,0.25,0.8,0.18,0.48,2.29,0.39,0.36,0.62,0.57,2.73,0.06,0.2,0.77,0.68,0.07,5.13,3.96,0.57,7.38,2.63,0.43
02-06,0.22,0.41,0.06,0.78,1.25,3.9,0.11,0.26,0.38,2.51,0.07,1.66,3.11,0.05,2.83,2.14,0.51,0.32,4.6,0.16,0.25
02-07,0.76,0.04,0.24,0.01,5.05,0.92,1.33,0.45,0.54,1.32,0.89,3.83,0.79,0,1.83,1.82,4.36,0.16,0.3,0.34,0.46
02-08,0.65,0,0.19,0.2,0.56,2.17,1.83,9.74,0.51,6.47,3.46,0.53,2.57,0,0.21,0.96,0.57,0.45,2.81,0.9,0.26
02-09,2.34,0.02,0.4,0.11,0.98,0.36,1.38,0.32,0.13,2.68,0.4,0.81,4.03,0.06,0.13,3.21,1.05,0.06,1.02,0.15,0.05
02-10,0.01,3.25,0.7,0.07,1.58,0.2,0.54,0.22,0.08,4.96,1.45,0.09,3.37,0.04,0.24,3.34,8.1,0.05,0.07,2.19,0
02-11,0.06,1.06,0.17,0.44,2.21,0.08,0.37,1.57,0.16,4.73,0.78,0.13,9.77,0.25,0.83,8.78,2.19,0.02,0.18,5.53,0.29
02-12,0.03,0.09,0.15,0.1,0.35,1.17,3.23,1.3,1.32,2.66,1.62,1.04,4.15,0.18,1.85,4.08,0.93,0.22,0.13,0.23,0.51
02-13,1.45,3.33,1.36,0.46,0.39,2,1.81,0.74,0.2,0.15,2.2,0.46,2.67,0.03,0.24,1.51,1.14,0.41,1.8,0.13,8.1
02-14,0.87,1.7,0.61,1.48,0.15,0.08,0.16,0.14,3.73,0.12,0.21,0.58,4.72,0.07,0.08,0.24,0.11,0.26,2.52,0.05,3.34
02-15,0.82,1.16,0.21,0.21,0.48,0.03,0.28,0.06,0.64,0.11,0.32,0,0.37,0.11,0.24,0.34,2.91,0.1,5.1,0.77,1.05
02-16,0.12,0.17,0.12,0.19,0.07,0.11,0.48,0.08,0.18,0.09,3.06,0.03,0.01,0.55,0.28,0.18,17.64,0.76,2.39,1.36,11.4
02-17,6.61,0.29,0.15,0.03,1.94,0.06,0.16,0.03,0.81,1.11,3.37,0.13,0.02,5.09,1.1,0,7.46,0.08,15.88,2.07,2.57
02-18,1.98,0.3,0.19,0.4,0.86,0.26,0.21,0.03,0.08,4.55,1.03,2.17,5.38,0.22,0.1,0.24,0.57,0.03,0.28,5.96,0.02
02-19,0.44,0.91,1.83,0.42,0.05,0.56,3.84,0.01,7.95,0.52,0.42,1.26,3.36,4.25,0.36,2.79,1.09,0.09,4.06,5.73,0.14
02-20,1.17,0.38,0.06,0.81,0.8,0.42,3.02,0.02,0.46,0.35,0.67,2.89,7.44,6.22,0.08,2.49,0.33,4.49,0.41,0.97,0.12
02-21,0.78,0.74,0.07,0.28,0.8,0.13,5.29,0.06,3.4,0.13,0.29,2.11,5.79,0.44,0.3,0.01,2.15,3.52,6.9,0.15,0.83
02-22,0.04,0.51,2.17,0.08,5.63,0.22,0.72,0.23,3.77,0.27,1.4,0.78,2.91,3.39,0.08,0,11.05,1.49,2.74,0.06,1.17
02-23,1.99,0.04,0.1,0.06,0.27,0.14,10.49,0.13,12.09,0.23,0.56,0.32,1.05,2.94,0.64,1.16,1.13,6.9,0.01,2.78,2.75
02-24,0.09,0.04,0.3,0.03,2.89,0.84,0.26,0.18,0.68,0.1,0.04,3.65,0.3,1.14,0.31,0.37,0.07,0.7,0.67,0.72,9.52
02-25,1.65,0.29,0.47,0,2.96,0.97,0.06,0.8,1.12,0.08,0.19,0.09,0.09,0.12,0.77,0.14,0.02,2.17,4.26,0.33,0.54
02-26,3.1,1.04,0.1,0.2,4.54,3.15,1.84,0.53,1.6,0.12,0.12,0.37,4.97,2.19,1.76,0.52,7.84,1.08,0.05,0,1.04
02-27,0.94,0.77,1.36,3.36,8.77,1.45,0.68,0.01,0.32,0.3,0.17,0.26,0.11,0.41,1.15,0.11,1.2,0.66,0.04,0.15,0.35
02-28,0.1,0.84,1.46,1.26,0.94,1.15,1.47,0,6.17,2.18,0.22,0.25,0.28,3.14,0.16,1.6,0.25,0.27,0.23,0.17,0.65
02-29,0.28,0,0,0,2.65,0,0,0,0.13,0,0,0,0.02,0,0,0,2.77,0,0,0,0.3
03-01,0.85,0.18,0.14,2.3,2.17,0.15,1.63,0.41,0.61,1.63,0.07,0.35,0.09,4.42,0.02,0.06,4.31,0.11,0.08,0.05,0.27
03-02,4.85,0.12,1.07,3.61,1.57,0.3,2.6,0.16,3.62,3.05,1.74,1.39,0.1,0.44,0.01,1.72,0.7,0.84,0.27,0.12,0.38
03-03,1.41,0.2,2.26,0.68,3.51,1.58,3.25,0.33,0.07,0.5,3.95,3.54,0.16,1.55,0.04,1.71,3.11,0.31,0.22,3.03,0.08
03-04,0.04,0.13,0.94,2.29,2.5,0.36,1.26,2.68,0,2.28,0.34,2.44,0.13,0.24,0.01,1.48,9.74,1.1,0.01,5.34,0.06
03-05,0,0.21,0.86,0.38,0.14,0.09,0.3,0.16,0.1,1.15,0.01,0.34,0.4,0,0.11,11.51,1.19,0.1,0.06,0.78,0.08
03-06,0.32,0.25,4.27,1.49,3.1,0.11,0.16,0.43,0.11,0.13,0.11,3.46,0.33,0.01,0.09,0.28,0.22,6.61,0.73,0.75,0.01
03-07,0.67,0.38,1,4.4,0.21,0.09,0.05,0.26,0.08,0.06,0.18,0.67,2.38,8.74,0.23,7.13,0.27,0.56,0.42,0.84,0.14
03-08,1.58,1.74,1.9,2.35,3.98,0.16,1.09,0.43,0.06,0.41,1.41,0.61,3.57,1.73,1.79,3.79,0.17,0.05,7.29,5.5,0.56
03-09,0.15,0.25,0.4,1.23,0.44,9.71,0,0.01,1.27,0.2,0.02,0.26,1.99,0.44,1.09,3.23,1.56,6.06,0.12,0.02,0.17
03-10,0.14,0,0.25,1.3,0.47,2.39,0.17,2.53,5.77,0.03,0.77,0.19,0.24,0.37,0.46,1.37,4.15,0.13,0,0,0.01
03-11,0.06,0.23,0.04,3.74,0.11,0.25,0.43,4.06,0.35,0.76,0.05,0.1,0.21,0.33,0.29,2.45,7.01,0.4,0.01,3.31,0
03-12,0.18,0.94,0.01,0.54,2.16,0.09,2.86,0.37,0.01,0.4,0,0.01,0.03,0.09,3.19,0.35,4.9,3.4,0.12,0.59,0
03-13,0.07,0.7,0,0.34,4.58,0.09,1.36,0.54,0.07,0.45,0.03,0,0.42,0.15,9.34,1.87,0.83,1.03,0.11,5.29,0.75
03-14,5.95,0.19,0.1,0.3,0.74,0.39,1.7,0.14,0,0.01,0.04,0,0.43,4.42,0.66,1.25,0.16,4.38,0.04,5.53,1.56
03-15,4.06,0.04,0.23,0.15,2.6,1.18,0.28,0.02,0.02,0.04,12.85,0,0.14,0.75,0.14,1.62,0.24,0.77,0.01,0.8,3.42
03-16,1.41,0,0.22,0.33,1.12,0.68,0.62,0.13,0.71,0.08,1.22,0,0.35,0,0.26,1.65,7.99,0.24,0.01,0.03,6.95
03-17,1.62,4.24,0.16,5.22,1.71,12.55,0.66,0.07,0.96,0.1,0,0,0.95,5.31,0.05,7.02,0.19,0.62,0,0.11,4.81
03-18,0.74,0.51,3.62,7.96,1.16,0.32,6.67,0,1.16,0.17,3.74,0,1.8,0.99,0.01,1.9,3.56,1.59,0.13,4.02,0.16
03-19,0.71,0.15,2.82,2.14,0.58,0.19,3.71,2.77,11.08,0.06,0.81,0,0.08,0.78,2.72,2.24,0.04,0.99,0.36,1.22,0.5
03-20,5.24,0.11,0.11,0.06,1.27,0.44,1.32,0.15,0.6,0.31,3.8,0.06,0.55,1.4,0.77,2.05,0.5,5.32,0.18,6.34,0.87
03-21,6.78,0.01,0.1,1.3,0.11,3.22,6.7,0.66,1.54,0.05,0.05,0.22,1.27,1.8,0.07,3.58,0.69,1.43,0.15,0.88,2.3
03-22,2.82,0.04,0.15,0.28,3.61,0.19,1.64,1.01,2.63,0.46,0.11,0.23,0.15,1.92,1.85,0,0,0,0,4.69,3.09
03-23,0.2,1.05,0.29,0.41,5.29,0.95,3.52,0.66,0.04,0.39,1.3,5.65,0,0.03,0.04,0.77,0.03,0.19,0.43,1.25,0.66
03-24,0.63,0.48,0.2,0.24,0.8,0.17,0.29,0.17,5.6,0.14,0.05,0.32,0.06,0.05,0.29,0,0,0.7,1.47,7.69,0.94
03-25,11.95,0.15,0.21,0.01,1.38,0.06,0.06,0.76,6.12,0.08,1.18,0.31,0.25,3.19,0.59,1.24,0,0.26,0.59,3.36,0.41
03-26,2.66,0.18,0.13,0.02,13.86,0.18,1.74,0.34,5.49,0.11,0,0,0.69,1.21,2,0.05,0,0.78,0.46,7.11,4.12
03-27,0.29,0.03,0.3,0.02,2,0.09,5.54,0.17,0.18,0.12,0,4.84,0.25,0.16,0.02,0.05,0,0.14,3.8,6.57,1.34
03-28,0.83,0.09,9.26,0,0.13,5.37,4.65,1.63,1.2,0,0,4.01,0,0,0.36,0.16,0.22,0.15,2.41,0.22,0.07
03-29,0.1,0.11,3.28,0,0,1.41,1.66,3.3,0.86,0.05,0.01,0.68,0,0.04,0.24,0.13,0.08,3.56,0.85,0.13,4.91
03-30,0.1,0,0.58,0.01,0.46,0.25,0.96,0.21,0.59,0.45,0.07,10.33,1.83,0.03,0,0.89,0.37,0.82,0.28,0.37,0.53
03-31,0,0.11,5.96,0,0.06,2,2.08,0.15,0.48,0.27,0.05,2.37,0.42,2.52,0.04,2.43,1.18,4.2,0.23,0.25,0.19
04-01,0,0.13,2.87,0,0,1.09,0.4,4.6,0.63,0.14,0.49,0.83,1.81,2.5,0.33,0.01,0.42,0.04,0.21,0.07,0.21
04-02,0,0.02,2.24,0,0,0.08,3.91,0.38,9.69,0.03,0,2.83,0.06,0.4,14.4,0.01,2.37,0.63,0.28,0.03,24.4
04-03,0,0.02,3.22,0.35,0.05,0.13,8.19,0.39,1.06,0.03,0.39,1.27,4.4,0.49,0.03,0,2.28,0.37,0.16,0.04,19.47
04-04,0,0.09,0.88,0.03,0.29,2.62,1.01,2.44,1.52,0.06,0,3.08,0.12,0.07,6.33,0,0.17,0.13,5.89,1.04,0.01
04-05,0,0.03,3.66,0.03,1.02,1.48,0.66,0.24,0,0,0,0.83,0.88,0.44,3.12,0,0.02,5.19,8.2,2.97,9.56
04-06,0.33,0.15,1.39,0.15,6.01,1.58,8.18,4.84,7.56,0.01,4.3,0,5.55,0.21,1.23,0,0.87,0.47,0.59,0.26,1.55
04-07,0,3.64,1.81,0.05,1.7,0.32,0.35,4.89,6.68,2.41,5.25,0.34,0.66,1.99,0,0.35,0.21,0.57,2.58,0.03,0.12
04-08,0,0.94,0.36,0.24,8.36,0.12,0.28,3.02,1.53,0.32,0.2,0,0.07,0.01,0.02,2.37,0,0.08,6.51,0,0.18
04-09,0,2.01,7.11,0,1.48,0.57,0.17,0.07,0.01,0.02,0,0,1.3,0.13,0.23,1.93,0.19,6.25,0.67,0.01,0.49
04-10,5.13,0.35,3.61,0.02,0.19,0.5,0.29,0,0,0.01,0,0.01,0.26,0.35,1.49,1.54,0.15,0.39,0.89,0,0.14
04-11,0.61,3.12,0.27,0.69,0.2,0.17,0.52,0.3,0.01,1.37,2.99,0,0.01,0.42,0,0.16,0.03,1.6,0.1,0.59,2.55
04-12,0.1,0.09,0.2,0,7.67,0.16,0.27,0.16,0,0.58,1.17,1.78,0,0.81,0,0.01,5.97,0.4,0,0.45,0.12
04-13,0,0.05,0.14,0.01,11.44,0.12,0.11,0.15,3.4,6.5,1.64,0.75,0,1.64,0,0.02,2.07,0.28,0.03,0.04,2.14
04-14,0.34,0.14,0.49,0,3.11,0.21,0.01,0.01,2.35,0.39,0.74,0.05,0,0.27,0,0,3.37,0.19,3.45,0.01,7.78
04-15,0.11,0.04,0.26,0,0.86,0.07,0.06,0,0.06,0.18,0.61,0.61,0.03,0.14,0.3,0,3.96,0,0.23,0,0.91
04-16,0.2,0.22,0.16,0.09,1.08,0.01,2.6,2.44,6.68,0.86,0,1.04,1.26,0.87,4.33,0,14.16,0,0,0,0.62
04-17,0.02,0,0.71,0.26,0.88,0.15,3.53,0.21,2.58,1.44,0,2.11,5.41,0.46,0.4,0,0.28,0,0,0,0.75
04-18,0.01,0.09,0.84,3.12,1.74,0.34,1.87,0,0.42,2.88,0,0.25,1.43,0.07,0.35,0,0.03,0,0.06,0,0.11
04-19,0.04,0.05,0.68,7.98,0,0.03,0.61,0,0.01,0.05,0,0.27,1.91,0,0.21,0,0.08,0.06,0.06,0,0.78
04-20,1.13,1.24,6.61,3.76,0,0,0,0.45,12.73,2.14,0,0.03,0.98,3.44,0.04,0.04,0.17,0.03,0,0,1.34
04-21,6.37,1.15,0.6,7.21,0,0,7.03,0.02,0.15,0,0,0.02,0.23,7.68,1.08,0,0.07,0.23,0.1,0.14,0.39
04-22,10.52,0.47,0,0.02,0,0,4.88,0.14,0.07,0,0,0,0.94,1.49,0.33,0,0,0.14,0.14,0.11,7.72
04-23,0,0.12,0,8.13,0,0,1.11,0.09,8.94,2.1,0,1.97,1.85,0.33,0.05,0,0.05,1.75,0.05,0,5.09
04-24,0,0.12,0,0.35,0,0,0.12,0,1.84,0.46,0,0.01,12.7,0.58,1.77,0,0.46,4.99,0.61,0.63,0.42
04-25,0,0,0,0.24,0,0,0,0,3.59,2.46,0,0.88,0.6,4.04,2.37,0,0.02,2.31,2.8,0.77,5.45
04-26,0,0,0.04,0.62,0.02,0,0.02,0,6.92,2.15,0,7.17,13.74,1.68,0.64,0.79,0.15,3.67,0.06,4.29,0.36
04-27,0,0,0,1.77,0.01,0,0.06,0.21,7.4,0.16,0.01,6.63,0.22,0.44,1.52,0.06,0.07,1.06,0.04,1.27,0.19
04-28,0.01,0.04,0,0.01,0.1,0.01,0,0.01,0.4,0.03,0,6.56,1.97,0,0.66,0,4.36,0.09,1.66,0.79,0.03
04-29,0.35,0.08,0.05,0.18,0,0.38,4.9,0,0.55,2.1,0.34,19.83,0.04,13.73,5.98,0,1.31,0,0.04,5.92,2.24
04-30,0,0.71,0,0.13,0.04,0.1,1.5,0.96,0,1.29,0,0.05,0.01,0.77,0.22,0,0.09,0,0.01,4.35,0.06
05-01,0.01,1.15,0,0,0.22,0,1.35,0.16,0,0.03,8.8,0.02,0,0,18.37,1.32,0.16,0,0.09,4.24,0
05-02,0,0.07,0.05,5.79,0.34,0,0.26,0.72,0,0,0.14,8.92,0,0,1.13,13.62,7.23,0.07,1.14,3.86,0
05-03,0.77,14.25,0.32,2.49,0.64,0,0.3,0.45,0.01,0,0.39,0.27,0,0,4.42,0.37,0.29,0.96,0.04,0.11,0
05-04,3.78,0.53,0,2.29,0.4,0.23,15.21,3.74,1.19,0,6.5,0.01,0,0,1.75,5.38,0.28,0.08,0.03,0.24,0
05-05,0.6,0.37,0,0.05,0.07,0.41,0.04,0.14,2.47,0.19,2.88,0.57,0,0,0.06,0.1,0.15,6.96,0.01,0.26,0.07
05-06,0.17,0.19,0,0,0.11,1.27,0,0.02,14.26,0,0.02,7.69,0.01,0.01,0,0,0,5.02,0.11,0,0.05
05-07,0.03,0.81,0,2.44,2.03,0.25,19.81,0,6.2,0,0.01,0.12,0,0.01,0.1,0.07,0.01,1.39,3.53,0,0.02
05-08,0.06,0.01,0,0.89,0.19,0.11,4.09,0,0,0.07,3,0.26,0,0.62,0.07,0.04,0,1.09,0.05,0,0
05-09,0.28,0.11,0.08,1.16,0.95,3.58,0.68,0,0,2.67,9.33,0,0,0.16,0,0,0.04,1.57,0,0,0.25
05-10,0.72,0.77,0.08,0.11,0.04,0.11,0.56,0,0.97,0.74,17.47,1.54,0,1.02,0,2.22,0.01,2.16,0,0,2.7
05-11,0.99,0.83,0,5.29,0,0.4,0.03,0.03,7.18,0.76,4.11,0.13,0.45,0.19,0,19.54,8.23,0,9.95,0,0
05-12,0.03,0.01,0,0.03,1.22,0.14,0.03,0.03,0.44,0.03,0.72,0.23,0,0.01,0,0.18,0.07,0,3.95,0.15,0.1
05-13,0.15,0.72,0.01,0.68,0.14,0.46,3.18,12.2,0,6.98,5.55,5.56,0,0,0,5.68,2.49,0.63,0.21,0,0.05
05-14,3.05,0.48,0.04,7.92,0.07,0.2,0.13,6.1,0,0.05,0.01,0.53,15.06,0.01,0,0.64,0.13,1.33,1.29,0,0.15
05-15,1.85,0.01,0.14,20.59,0.31,0.07,0.72,0.59,0,0.06,0.04,0.79,1.75,0.48,0,0,1.4,3.17,0.01,0.08,0
05-16,0.01,11.1,0.01,0,0.11,0,2.5,8.52,6.05,0,0.02,0.02,1.3,0,0.06,0,3.09,0.16,0.4,12.77,0
05-17,0.02,4.78,0,0,3.88,0.02,1.12,0.54,19.35,1.6,0,1.64,0.21,1.27,0.03,0,3.2,7.7,0.28,0.22,0.01
05-18,5.55,6.29,1.51,0.67,6.74,0.61,1.12,1.41,1.78,2.14,0.05,1.36,0.01,0.42,5.76,0,0.78,8.75,0,0.05,0
05-19,6.31,0.13,11.04,0,0.61,1.96,0.13,2.37,0,1.5,0.87,1.59,0,0.06,0,0,1.08,5.02,0.22,0,0
05-20,1.54,0.02,2.36,0.02,0.08,0.36,0.01,0.03,0,1.02,0.51,0.21,0,0.01,0.01,0.07,1.68,5.29,0.72,0,0.01
05-21,0.11,0,7.34,0,0,1.97,0.01,0,0.75,0.74,2.55,7.92,0.01,0,0,0.68,0.07,7.19,0,0,0
05-22,0.32,0.04,1.06,5.31,0,11.74,1.75,0,1.39,14.97,0.01,0.03,0.04,0.09,1.62,0.3,0.01,1.02,0,0.28,0
05-23,1.94,0.77,7.02,0.15,0,4.98,4.51,10.79,0,4.73,0,0.7,0,0.78,0.47,0.46,0,0.67,0,1.52,0
05-24,0.46,5.39,4.25,0.03,0,0.26,3.14,1.06,0,0.35,0.01,0.01,0,0.08,0.02,3.95,0.16,0.79,0,0,0.51
05-25,0.12,0.13,0.79,0.31,0,0,0.09,2.5,0,0.15,1.14,0.03,0,0.02,0,2.45,0.27,0.15,1.08,0.92,0.58
05-26,0.02,0.29,0.84,4.2,0,0.01,1.99,0.02,0.25,6.28,0.01,1.87,0.5,0.12,0,6.54,0.05,19.9,2.96,0.68,0.31
05-27,1.28,0.29,1.04,0.96,0.4,2.34,1.72,4.24,0.02,0.06,2.39,0.08,0.03,0.73,0.01,0.68,0.05,4.06,2.22,0,0.44
05-28,0.39,0.02,0.23,2.65,0,1.11,1.24,1.5,1.14,0.27,3.71,0.01,0.04,0.32,0,4.76,0.59,0.34,2.06,0.01,0
05-29,5.99,2.16,0.14,2.51,0,0.01,2.2,1.5,0.03,0.95,3.61,0.69,0.28,1.07,0,6.77,0,0.05,2.51,0.06,2.15
05-30,5.11,0.34,1.3,18.62,0.02,0,0.32,1.58,11.72,2.28,0.42,1.48,0.06,3,0,0,0,0,1.01,0.2,0.58
05-31,0.23,19.63,0.85,1.73,0,0,0,0.44,0.03,1.02,1.11,0.73,0.03,1.73,0,2.74,0,1.66,9.72,0,0.96
06-01,0.01,8.82,1.21,0.32,0,0,0.82,0.18,4.4,0.93,0.14,0.41,0.01,0.74,0,3.62,0.04,0.38,0.94,0.01,2.17
06-02,0.1,0.18,0.08,0,0,0.13,2.76,0.03,14.91,0.04,2.37,2.31,0.05,0.15,0.07,0.44,0,0,17.39,0.76,1.47
06-03,0.01,0.16,9.16,0,0.04,11.97,0.04,0.03,1.74,0.01,3.48,2.54,0.01,0,0,0.01,0.02,0,2.59,0.56,0.65
06-04,0.06,11.92,0.39,0,0,25.09,0,0,0.11,0.27,0.97,0.14,0,0.01,1.25,0.09,5.82,0.45,1.67,2.61,0.22
06-05,0,1.95,0,0,0,8.35,0,0.01,0.31,0.06,1.74,0,0.27,4.05,0.78,0.01,5.06,0.05,0.01,0.01,0
06-06,0.49,1.8,0.12,0,0,2.31,0.5,0.16,0.49,0.07,2.08,0.08,0.09,0.02,0.39,0.14,9.13,0.08,0,0.68,1.99
06-07,8.68,0.08,0.13,0.01,0.06,0.05,0.02,0.01,0.03,0.66,6.15,0.03,0,0.29,0.49,1.57,0.15,0.41,0,0,0.49
06-08,24.71,0.02,0.34,0,0.02,0.07,2.94,0,0,0.19,3.45,0.94,3.65,19.4,0.02,2.08,6.22,1.98,3.19,0.23,1.52
06-09,0,0,0.06,0,0.04,4.35,0.05,0,0.77,0.21,1.81,0,0.03,0.44,0,0.32,0.79,0.25,0.05,0,6.76
06-10,0.04,0,0.01,0.02,1.92,1.9,1.01,0,0.17,1.28,1.23,0.03,2.94,0,0.41,0.01,0.04,0.03,0.03,0,2.86
06-11,2.45,5.84,0,0.02,2.45,1.21,10.95,0.2,2.37,1.17,0.06,0.12,2.97,0.35,0.01,20.01,0.04,1.03,0.1,0,2.02
06-12,6.79,5.26,0,1.34,0.75,0.81,26.37,0.06,0.27,0.72,20.54,0.01,0.16,16.82,2.85,0.4,0.01,6.74,0.18,0,1.85
06-13,0.72,10.3,0.01,0.49,0.11,6.3,2.14,4.45,0.21,2.61,3.63,0.05,0,2.16,0,4.14,0,3.81,0.51,0,0.93
06-14,3.45,1.23,0.02,4.04,9.12,1.84,1.25,2.65,0.01,6.4,1.18,7.65,0.01,0.03,0,1.16,0,0,0.02,0,0.65
06-15,0.12,0,1.14,0.04,0.4,3.4,0.39,1.41,0,0.08,0.01,0.46,9.26,0,0,0.09,1.85,0.25,0.18,0,0
