month-day,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
05-06,15.39,16.46,17.05,19.82,18.85,17.87,17.77,18.58,18.2,20.95,19.57
05-07,15.37,18.29,19.4,18.44,18.53,14.43,15.23,17.14,17.81,19.96,19.82
05-08,16.53,18.88,18.23,18.87,13.88,14.92,14.65,18.79,16.8,17.1,18.32
05-09,17.93,16.96,17.32,17.09,12.42,17.39,16.99,20.18,14.16,13.71,12.75
05-10,16.57,17.23,19.74,16.77,13.47,18.51,20.4,17.64,15.66,16.55,15.73
05-11,16.81,15.06,20.7,20.01,15.12,19.79,21.65,16.17,17.09,16.13,18.4
05-12,17.63,18.25,19.06,20.09,17.81,16.77,20.37,16.56,19.55,15.43,19.54
05-13,19.21,20.32,19.17,17.86,18.56,16.87,20.73,16.88,19.99,16.98,19.7
05-14,19.44,19.79,18.01,16.96,19.85,17.45,18.28,20.41,21.18,16.95,15.88
05-15,18.32,20.63,16.5,17.32,20.31,17.62,19.49,19.84,17.22,15.95,17.5
05-16,18.84,19.41,18.28,17.89,20.59,18.5,18.21,20.45,16.04,18.58,18.55
05-17,17.99,20.02,18.99,15.98,21.85,18.92,21.09,23.3,16.03,20.97,18.89
05-18,18.23,19.92,17.2,16.95,22.38,18.93,20.21,22.24,18.11,22.27,20.36
05-19,18.84,21.13,17.26,19.13,20.44,19.18,20.28,19.73,19.11,19.87,19.47
05-20,19.35,20.29,15.85,20.69,14.95,19.53,15.68,19.84,19.61,19.18,18.74
05-21,17.24,18.17,17.74,21.8,18.52,19.84,14.9,22.96,18.31,20.4,21.27
05-22,17.93,17.96,19.15,21.09,19.44,17.87,17.17,19.84,18.23,22.47,19.56
05-23,16.97,19.08,21.27,20.53,18.45,19.56,18.4,19.56,18.44,15.32,20.12
05-24,18.81,19.09,21.11,20.76,21.19,21.56,19.86,20.62,19.25,16.82,22.14
05-25,20.39,19.76,20.81,21.38,21.19,22,20.6,21,19.85,17.52,19.43
05-26,19.46,21.22,21.72,19.33,19.56,23.09,20.84,19.07,20.02,18.5,20.29
05-27,21.13,21.61,19.04,20.48,20.39,23.3,21.12,17.24,20.38,19.88,21.83
05-28,20.59,20.87,18.97,19.77,20.62,22.36,19.36,20.23,20.81,20,23.78
05-29,21.06,20.19,20.8,20.3,21.52,20.01,20.28,21.67,22.04,21.68,21.43
05-30,21.19,22.22,18.31,21.96,21.17,19.95,21.03,20,20.59,20.91,21.6
05-31,22.94,23.15,19.91,21.61,20.15,20.29,19.77,19.63,19.82,19.2,19.53
06-01,24.15,21.75,20.04,21.81,20.25,21.06,19.7,19.81,19.74,20,20.23
06-02,23.61,21.75,17.86,21.41,20.95,21,22.42,20.41,21.27,21.85,20.01
06-03,22.33,21.62,17.87,19.03,21.51,20.86,22.75,20.71,20.63,20.17,19.87
06-04,22.05,20.39,20.12,19.04,21.87,21.22,22.25,21.74,19.32,20.04,19.32
06-05,20.23,18.47,19.17,18.72,22.52,21.2,23.47,21.26,20.6,21.37,19.72
06-06,19.81,18.36,19.32,18.89,20.72,23.72,22.97,20.31,17.8,19.98,20.54
06-07,19.19,19.68,19.82,19.09,22.12,22.01,20.81,21.85,17.95,21.92,20.71
06-08,21.3,19.17,21.48,21.6,22.61,21.91,22.29,23.66,17.71,21.74,21.28
06-09,22.5,21.15,21.85,21.71,25.18,18.7,23.75,23.16,18.94,22.03,21.39
06-10,22.56,21.73,22.52,22.36,21.22,18.68,23.89,22.71,20.62,22.21,20.87
06-11,21.88,21.45,22.65,20.4,20.99,18.41,24.39,21.95,20.46,22.07,22.74
06-12,22.31,21.81,22.47,20.07,22.53,18.08,24.85,22.23,20.26,22.51,23.12
06-13,23.25,23.46,20.33,18.49,21.48,20.2,21.91,23.03,18.66,23.56,21.88
06-14,22.61,20.74,20.95,19.56,19.61,20.53,23.28,21.42,18.07,22.57,24.27
06-15,22.1,22.72,21.17,20.85,19.63,19.69,26.61,23.26,18.3,21.96,22.71
06-16,22.71,21,21.87,22.66,17.12,22.9,24.03,22.28,21.13,23.22,23.79
06-17,22.09,21.73,24.17,20.96,19.03,21.21,22.69,21.11,22.61,23.42,25.19
06-18,20.74,20.83,24.6,19.66,20,22.02,21.99,21.21,22.21,23.95,20.84
06-19,22.24,19.11,23.2,21.63,22.44,22.69,19.34,21.87,23.42,21.97,22.73
06-20,22.29,20.96,24.75,22.13,21.94,23.51,22.32,23.38,24.44,20.96,22.89
06-21,22.37,20.94,22.41,22.24,22.16,23.36,22.36,22.64,23.82,21.44,20.62
06-22,21.64,22.27,22.54,23.25,22.69,22.33,19.61,22.53,23.4,20.84,22.84
06-23,22.92,22.73,23,23.46,21.08,21.47,21.9,21.15,23.6,22.15,24.21
06-24,22.08,23.77,21.88,23,22.21,20.68,22.64,22.35,25.26,24.09,27.3
06-25,22.36,22.93,25.27,22.63,25.22,21.85,23.83,22.42,26.65,24.67,26.1
06-26,22.78,22.41,23.77,22.34,24.49,23.44,26.06,22.88,26.11,24.95,25.94
06-27,22.69,24.06,23.27,22.65,25.58,24.55,25.13,22.2,26.75,24.74,24.44
06-28,22,22.51,20.58,22.86,25.79,25.26,23.06,22.62,26.83,25.59,23.34
06-29,23.77,20.32,21.93,24.17,26.33,23.4,24,22.94,26.98,26.4,24.35
06-30,22.72,20.78,23.4,23.25,26.25,25.23,24.35,21.93,28.42,25.57,25
07-01,23.72,22.5,25.65,24.27,26.37,23.93,24.62,21.96,28.13,25.72,26.07
07-02,24.12,23.04,25.59,26.69,26.62,23.48,24.91,23.53,27.24,25.57,26.36
07-03,22.66,22.77,27.74,26.89,26.17,24.11,23.55,24.22,26.67,26.06,27.17
07-04,22.84,22.78,27.17,26.58,26.29,24.1,24.97,21.65,25.31,24.77,28.95
07-05,21.91,21.08,23.84,26.47,26.31,21.35,25.08,24.73,24.94,24.08,29.1
07-06,23.26,20.2,23.95,24.53,25.35,20.9,25.21,26.37,24.6,26.35,28.64
07-07,23.07,21.6,27.23,25.95,25.86,21.17,26,26.28,24.43,26.64,28.91
07-08,25.29,23.62,24.79,26.94,26.44,20.19,25.09,23.8,22.87,26.65,30.28
07-09,25.24,21.2,23.59,26.2,26.45,20.38,24.32,25.27,25,27.12,28.52
07-10,25.2,22.81,25.7,26.52,27.24,20.96,25.67,26.66,25.67,28.18,28.31
07-11,27.68,24.73,26.78,26.54,27.51,21.11,26.13,26.22,27.26,28.36,26.8
07-12,26.54,26,26.16,27.04,26.92,22.41,25.53,25.84,26.09,27.31,25.7
07-13,25.48,26.58,25.76,27.1,28.18,23.14,21.29,24.65,25.08,26.45,25.34
07-14,27.24,26.93,27.26,26.62,29.1,22.63,23.61,24.18,24.35,26.76,26.52
07-15,26.4,26.55,24.27,26.83,28.55,22.26,22.77,24.92,24.53,26.81,26.71
07-16,26.54,25.9,24.21,27.61,28.13,22.02,22.39,26.17,24.86,28.03,26
07-17,25.93,26.25,26.37,28.47,27.88,24.09,21.08,26.01,26.43,28.95,26.06
07-18,24.76,26.36,26.73,27.56,29.08,25.22,23.38,26.51,26.56,29.86,28.41
07-19,24.28,27.17,26.7,26.32,27.96,25.32,25.07,27.7,26.66,28.23,28.1
07-20,24.15,27.62,25.58,27.07,28.25,26.17,26.08,26.87,28.29,25.92,29.28
07-21,24.54,26.96,23.41,27.87,28.61,25.89,25.93,26.57,26.8,25.85,28.83
07-22,26.25,26.34,22.91,27.71,30.2,25.54,25.94,27.06,27.44,25.71,30.45
07-23,27.65,25.79,22.5,27.17,30.25,25.18,24.62,27.23,27.57,25.81,29.04
07-24,28.61,27.09,23.52,27.78,29.33,25.93,25.39,27.19,27.02,26.55,29.33
07-25,28.29,28.16,24.67,27.67,28.14,26.93,25.77,26.88,27.92,27.62,28.17
07-26,28.99,28.56,23.34,25.19,25.94,27.02,26.17,24.87,27.16,28.65,28.63
07-27,28.73,28.49,24.34,25.32,24.8,27.33,26.56,25.46,27.64,28.62,30.26
07-28,25.5,28.42,25.55,27.1,25.58,27.48,26.38,27,27.56,28,30.41
07-29,25.22,27.68,26,27.25,27.86,27.71,24.1,27,27.99,28.06,30.4
07-30,25.94,28.67,26.55,26.7,27.03,27.97,23.51,26.53,28.62,28.54,29.93
07-31,27.1,28.71,26.2,28.04,28.46,28.82,25.12,26.48,29.28,28.1,29.06
08-01,27.4,29.05,26.55,26.25,29.12,29.54,24.78,27.7,29.12,26.91,27.79
08-02,28.33,28.22,26.48,23.89,30.04,29.17,25.28,27.62,30.36,27.53,27.81
08-03,28.01,28.12,26.59,24.74,29.99,27.92,27.12,28.19,30.34,28.04,28.09
08-04,27.55,28.18,27.68,26.08,28.57,27.88,26.93,28.22,26.9,28.81,28.73
08-05,28.22,28.26,27.62,27.84,28.86,28.27,27.63,27.2,23.89,28.48,28.9
08-06,28.07,28.64,27.94,28.39,28.14,28.51,27.03,27.96,24.97,28.05,28.98
08-07,27.76,28.7,27.4,28.62,26.19,28.48,27.85,27.44,27.01,28.17,28.51
08-08,27.22,26.5,27.79,28.85,26.81,27.84,27.76,27.28,28.18,28.69,28.96
08-09,25.52,26.82,29.58,29.71,27.19,28,27.81,27.97,28.45,27.95,28.94
08-10,26.64,27.41,27.15,26.67,28.38,28.11,29.06,28.67,28.58,28.34,28.81
08-11,27.5,27.35,25.7,25.28,28.45,28.21,28.7,27.76,27.97,28.06,29.97
08-12,26.45,27.35,25.57,25.73,27.34,28.49,30,26.15,27.92,28.48,29.54
08-13,27.15,27.25,25.58,26.87,28.2,29.2,29.24,25.13,27.41,28.46,29.78
08-14,27.57,27.95,25.09,26.13,27.68,28.76,28.87,26.08,27.7,28.69,29.7
08-15,27.82,27.06,26.32,25.38,28.08,28.39,30.05,23.34,28.91,28.17,28.96
08-16,27.79,27.41,27.26,24.2,27.82,27.54,29.28,22.36,28.85,28.09,27.33
08-17,27.62,26.46,27.98,25.98,24.65,28.87,29.56,24.61,27.67,28.89,29.57
08-18,28,27.91,27.76,26.69,21.91,28.99,28.29,26.73,26.6,28.73,29.06
08-19,27.9,26.41,27.19,26.78,22.87,27.25,28.07,26.5,26.23,29.35,29.3
08-20,28.6,25.11,27.03,25.65,24.65,27.72,27.85,26.72,26.15,29.37,28.9
08-21,28.63,26.45,27.5,25.91,27.48,27.28,28.48,26.58,26.57,28.99,28.25
08-22,28.17,27.79,27.15,27.18,28.28,27.15,27.74,26.44,26.67,28.65,27.49
08-23,25.93,26.33,27.04,29.56,28.21,26.9,25.74,26.02,27.44,28.31,28.02
08-24,26.35,23.81,26.83,29.31,27.67,26.41,26.68,26.52,27.26,28.6,28.41
08-25,25.69,22.04,26.96,30.5,28.83,26.09,26.64,27.52,26.58,28.61,28.27
08-26,25.72,24.33,27.36,28.81,29.47,25.55,27.44,28.73,27.94,28.01,27.92
08-27,23.3,25.4,25.22,26.03,28.62,25.73,28.68,28.07,28.06,26.99,27.64
08-28,22.77,22.76,24.36,26.35,26.58,26.51,29.03,29.12,23.84,27.61,27.54
08-29,23.91,23.22,26.62,28.05,27.03,27.85,28.75,27.14,23.02,28.43,26.92
08-30,22.42,23.45,25.92,27.78,27.6,26.94,28.57,28.12,24.7,28.13,26.82
08-31,22.99,23.81,25.8,21.81,28.32,26.79,27.54,26.62,27.43,27.85,27.86
09-01,23.1,24.95,26.32,20.83,26.99,27.14,25.72,24.39,28,27.92,27.81
09-02,24.04,26.37,25.92,21.13,24.01,26.91,28.3,22.29,25.1,28.52,28.23
09-03,23.11,25.94,26.05,22.31,24.85,26,28.63,22.16,25.55,27.96,25.04
09-04,24.54,25.38,26.94,22.11,26.91,24.32,28.22,23.1,26,27.82,24.59
09-05,26.26,24.57,27.12,23.76,27.34,26.02,27.49,21.73,26.37,28.42,26.23
09-06,26.03,24.01,27.13,22.91,26.86,27.3,27.21,20.92,26.94,27.11,27.69
09-07,22.36,24.92,26.7,24.95,27.01,27.86,27.7,19.83,27.43,25.21,27.63
09-08,21.53,23.01,26.54,23.97,27.4,28.24,28.15,21.83,24.54,25.42,27.9
09-09,22.34,25.15,26.14,23.93,27.11,28.88,28.14,23.53,24.89,26.37,27.89
09-10,22.89,24.91,25.55,24.63,25.77,29.54,26.83,24.61,23.97,26.87,28.07
09-11,22.15,24.02,24.08,25.06,21.54,27.91,27.07,24.73,23.57,26.35,28.38
09-12,22.05,24.11,24.22,26.27,20.61,24.45,24.92,24.25,24.55,26.4,28.36
09-13,22.49,23.97,24.48,25.8,22.6,21.91,25.59,23.14,25.62,26.95,27.72
09-14,22.09,21.79,24.11,25.3,22.8,22.85,24.93,22.38,25.32,27.46,28.14
09-15,21.91,20.96,24.19,22.46,22.53,24.32,23.77,22.38,22.59,28.1,27.99
09-16,23.12,20.41,23.35,20.98,23.74,24.49,24.49,21.77,23.87,27.73,27.35
09-17,22.31,20.83,24.87,22.34,25.4,24.46,25.99,22.22,25.68,27.75,26.68
09-18,20.35,23.43,24.86,26.79,23.79,21.35,27.68,24.98,26.42,27.38,29.03
09-19,20.23,23.85,22.48,23.97,21.38,21.23,25.27,21.95,27.47,27.45,27.57
09-20,19.08,21.47,21.17,23.38,21.21,21.42,22.9,20.83,23.91,27.62,28.57
09-21,19.52,21.08,20.5,22.97,21.62,21.66,22.19,22.18,18.92,27.11,28.27
09-22,21.57,20.85,21.34,22.55,23.32,22.91,22.56,24.54,20.29,26.01,26.85
09-23,20.09,20.98,23.19,20.31,23.68,26.52,21.23,25.88,22.98,22.54,22.23
09-24,22.4,20.41,22.4,21.57,24.56,24.84,21.03,23.86,25.14,21.7,20.81
09-25,23.6,19.68,24.08,23.35,21.66,22.87,21.11,21.61,21.23,22.38,21.18
09-26,21.28,21.45,25.74,23.53,19.19,21.79,20.42,20.1,22.62,23.88,23.93
09-27,19.95,21.15,26.12,22.67,18.02,22.17,19.77,20.58,22.29,25.53,23.84
09-28,20.42,21.69,26.08,21.98,19.81,23.65,20.58,20.65,21.32,26.64,22.93
09-29,20.66,20.68,24.97,19.35,20.45,23.7,18.99,21.31,21.53,25.32,22.37
09-30,22.51,18.49,20.81,20.39,23.22,23.38,18.92,23.04,22.24,25.62,22.13
10-01,20.73,19.95,20.56,19.96,24.22,23.11,18.86,20.29,22,25.98,22.99
10-02,20.85,23.68,22.34,21.51,20.71,22.67,20.13,22.32,21.33,21.96,25.76
10-03,24.72,20.63,23.03,22.25,19.89,23.38,20.68,21.59,21.97,20.99,23.51
10-04,22.14,19.5,23.64,17.63,20.07,24.29,21.93,22.68,23.58,21.26,25.92
10-05,19.18,16.74,23.64,16.13,20.94,23.73,22.44,23.22,20,20.33,22.12
10-06,22.41,16.87,24.64,17.66,23.36,20.75,18.63,21.73,14.39,18.4,22.4
10-07,18.13,15.07,19.33,20.51,25.28,20.69,18.62,21.35,14.26,18.14,24.48
10-08,19.09,16.23,22.71,20.76,20.99,23.04,16.08,23.5,16.16,17.99,19.88
10-09,19.73,17.88,22.02,20.77,21.16,19.13,17.52,22.66,17.95,18.56,17.5
10-10,19.91,17.26,17.12,23.25,21.55,19.74,19.04,22.44,22.04,20.1,17.62
10-11,17.29,19.09,17.11,23.17,22.97,21,20.14,23,20.01,18.45,18.22
10-12,16.43,18.22,18.1,22.84,20.01,24.92,21.06,20.93,18.02,18.27,19.93
10-13,19.04,17.58,15.28,16.45,17.04,22.18,20.55,19.2,16.75,16.9,20.1
10-14,21.22,17.12,15.38,15.96,17.34,18.41,19.6,19.34,18.58,17.71,19.7
10-15,14.89,16.91,16.57,15.77,17.96,17.76,16.31,20.72,19.82,17.46,21.35
10-16,15.81,18.42,18.17,14.54,17.25,16.21,15.2,21.76,20.23,18.99,22.83
10-17,16,18.77,19.85,14.8,17.48,17.47,13.33,16.15,21.41,18.58,22.17
10-18,15.13,18.53,21.27,14.32,16.89,18.48,14.6,13.22,17.08,18.26,22.5
