month-day,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
01-21,3.38,2.59,1.56,4.55,3.99,3.52,6.82,3.47,1.34,2.75,2.77
01-22,3.01,2.84,1.33,4.35,2.86,2.12,6.46,4.78,1.83,3.13,1.58
01-23,2.36,4.8,1.34,2.28,2.33,4.36,2.97,3.61,1.56,1.48,2.04
01-24,3.72,5.34,1.41,2.24,1.41,7.16,2.17,4.46,1.24,3.04,2.01
01-25,5.19,4.43,2.02,2.35,3.35,6.85,2.24,3.04,1.28,1.98,2.17
01-26,4.77,4.08,1.56,3.21,2.91,5.02,2.64,4.26,1.12,3.55,1.78
01-27,3.19,3.73,1.18,4.49,1.39,3.39,1.2,2.62,0.97,1.63,1.15
01-28,3.91,4.63,1.02,3.72,1.64,4.23,2.21,2.33,1.77,1.96,1.17
01-29,3.8,3.06,1.37,2.59,1.33,3.96,1.94,2.65,1.73,1.43,1.89
01-30,2.73,5.43,1.82,1.01,1.32,3.24,1.51,3.2,1.93,1.64,1.27
01-31,3.6,6.36,1.43,3.29,2.16,3.83,1.52,4.17,2.99,2.11,1.57
02-01,1.44,4.9,1.84,2.99,4.24,5.39,1.89,4.97,6.56,1.64,1.69
02-02,3.8,3.61,1.51,2.21,5.13,3.15,1.91,2.65,5.33,1.4,3.39
02-03,2.57,4.51,2.72,1.52,2.7,4.32,1.57,2.77,2.13,1.12,1.68
02-04,2.33,5.04,4.27,2.57,2.02,7.05,2.9,3.94,3.09,1.87,1.31
02-05,3.55,4.02,1.29,4.81,2.91,5.7,4.95,4.02,1.52,2.23,1.95
02-06,1.96,3.51,3.87,7.57,2.45,3.93,2.46,5.77,1.54,1.79,2.57
02-07,3.02,1.97,5.17,4.88,3.33,1.97,2.81,3.12,2.02,1.93,2.62
02-08,2.93,2.45,2.79,4.56,1.64,1.72,1.36,4.23,2.11,2.11,3.15
02-09,3.49,3.36,3.88,5.83,1.37,1.51,1,3.83,1.63,2.27,6.53
02-10,5.06,1.16,3.79,1.99,2.73,2.71,2.14,4.84,1.99,3.15,5.71
02-11,4.23,1.92,2.71,3.64,2.8,3.15,2.15,1.84,1.73,1.39,3.91
02-12,3.1,1.06,3.63,4.78,2.97,3.78,1.19,2.19,1.52,1.7,3.77
02-13,2.5,1.29,3.62,4.63,3.42,1.27,1.63,4.16,1.26,1.48,3.04
02-14,2.51,2.23,4.52,2.09,3.52,1.23,1.65,3.18,1.92,1.43,1.52
02-15,3.79,1.82,3.9,2.91,1.99,1.79,1.75,1.78,2.62,1.46,2.85
02-16,3.49,2.92,2.59,1.16,1.38,1.6,1.65,2.81,3.03,1.41,1.94
02-17,3.52,3.23,2.57,1.3,1.52,1.8,1.61,1.87,2.94,1.66,1.8
02-18,4.76,2.68,2.72,1.48,2.38,1.65,2.06,2.12,1.47,1.36,1.82
02-19,2.89,2.46,2.16,1.39,1.16,1.25,2.08,2.3,2.69,1.56,2.3
02-20,3.2,3.15,1.79,1.32,2.91,1.53,1.27,2.72,2.21,1.42,4.74
02-21,2.11,2.13,1.75,1.26,1.86,1.24,1.53,4.41,2.44,2.01,3.11
02-22,2.17,5,2.92,1.89,3.11,1.96,1.77,4.82,6.06,1.72,3.19
02-23,1.09,4.5,2.89,2.68,2.05,5,1.57,3.11,3.1,2.14,4.13
02-24,2.64,6.24,1.96,4.06,1.67,3.66,1.72,1.8,2.88,4.48,2.64
02-25,1.83,6.66,3.64,2.82,2.53,2.72,2.12,1.47,2.05,3.88,3.84
02-26,1.21,5.29,2.35,3.44,2.07,3.49,2.73,1.49,1.75,3.14,3.5
02-27,1.7,2.82,5.2,1.87,1.96,1.36,2.08,1.37,1.24,3.14,2.66
02-28,2.31,3.48,3,2.39,5.55,1.48,1.99,1.26,2.68,3.88,3.7
02-29,0,0,3.15,0,0,0,3.9,0,0,0,5.59
03-01,4.02,2.18,4.39,1.61,5.41,1.92,2.7,1.9,2.19,3.34,4.19
03-02,4.13,1.65,2.95,2.18,3.09,2.43,4.83,2.05,1.74,2.94,3.44
03-03,4.67,1.55,2.61,3.86,2.97,1.68,5.22,1.93,2.72,3.28,4.72
03-04,6.67,3.4,1.86,2.21,4.28,1.17,5.51,1.28,1.86,2.97,3.98
03-05,4.47,6.47,3.86,2.56,5.08,2.13,2.65,1.25,3.43,2.23,2.75
03-06,4.13,5.56,3.09,2.54,4.33,4.35,3.73,1.34,1.42,4.44,1.99
03-07,2.96,4.92,2.24,5.3,3.96,2.41,5.37,1.46,1.2,2.55,3.72
03-08,2.91,3.06,2.23,6.24,3.1,2.42,3.6,1.06,1.46,1.98,3.38
03-09,1.59,2.14,3.01,4.3,2.28,2.47,3.65,2.1,1.51,2.69,3.35
03-10,1.43,1.68,4.07,3.52,4.24,1.36,5.64,3.31,2.71,3.95,2.57
03-11,1.87,2.05,5.3,1.55,3.01,3.37,2.32,1.19,3.56,3.41,3.32
03-12,1.91,2.48,4.46,2.31,3.21,3.07,1.29,2.11,3.58,2.79,2.08
03-13,4.1,2.05,3.78,1.53,2.1,3.37,2.03,1.68,2.13,2.8,1.63
03-14,2.83,2.18,1.42,2.11,2.03,3.6,1.64,2.81,4.78,4.11,2.02
03-15,3.49,1.72,2.12,3.22,3.73,2.54,1.07,2.6,5.67,2.53,2.05
03-16,3.13,1.52,2.39,2.78,2.53,1.89,3.08,3.91,5.68,1.47,2.24
03-17,1.41,1.6,1.68,1.27,3.68,2.05,3.4,2.49,3.47,2.69,1.54
03-18,1.54,1.83,1.77,1.5,4.52,2.96,1.52,1.94,1.55,2.29,2.66
03-19,1.28,3.47,3.83,0.98,3.33,2.81,1.27,1.58,1.72,2.74,1.6
03-20,1.47,5.57,4.96,1.99,4.84,3.07,2.13,2.05,3.51,3.6,1.66
03-21,1.59,3.33,1.47,2.96,3.93,3.83,3.09,4.75,2.08,2.73,2.08
03-22,1.79,3.01,4.43,1.62,5.43,2.24,2.59,4.04,2.06,1.87,2.03
03-23,3.23,3.13,4.66,4.03,4.02,2.51,1.38,2.94,2.61,1.85,1.78
03-24,2.27,2.97,3.5,4.61,3.7,1.08,3.28,1.76,2.5,2.59,3.09
03-25,4.12,2.84,2.99,1.72,5.62,1.86,4.11,1.7,4.75,1.99,4.04
03-26,4.4,4.36,2.6,1.69,3.46,2.63,3.07,2.6,3.46,2.89,3.2
03-27,4.11,5.83,1.76,2.16,3.32,2.81,2.83,3.85,2.07,3.15,4.33
03-28,2.05,6.75,1.95,2.91,2.23,2.48,1.37,1.26,1.56,1.91,5.03
03-29,5.74,3.74,2.05,3.04,4.1,1.01,2.64,1.03,5.11,2.07,4.78
03-30,2.36,2.8,3.86,1.9,3.74,1.79,1.53,1.22,2.99,2.56,2.77
03-31,2.13,1.78,4.7,2.99,3.9,2.18,3.3,1.78,3.98,2.33,4.65
04-01,3.1,2.42,1.59,4.11,1.81,1.75,2.77,2.48,3.74,2.74,2.55
04-02,4.52,2.54,2.92,3.21,3.07,1.29,2.4,2.5,3.41,5.33,1
04-03,4.56,1.88,1.84,3.97,2.29,4.29,2.93,1.96,1.14,5.52,2.75
04-04,5.31,2.63,2.7,2.91,2.11,3.58,2.49,2.28,1.34,2.1,1.74
04-05,4.01,1.92,3.48,1.42,2.08,2,1.75,2.42,2.67,2.47,1.82
04-06,3.58,2.28,3.39,2.7,2.03,2.03,1.98,2.03,3.79,1.92,1.74
04-07,2.02,2.89,5.68,2.03,4.4,3.87,1.58,2.75,3.12,1.82,1.89
04-08,1.92,1.67,2.29,2.91,2.22,2.63,1.91,1.6,2.41,1.73,1.87
04-09,1.96,1.42,3.59,2.78,1.89,2.77,1.86,2.46,2.98,2.19,3.2
04-10,1.96,2.52,2.63,2.07,1.66,2.77,0.73,2.83,1.65,2.71,3.11
04-11,1.9,1.89,5.17,1.86,3.32,2.42,1.91,1.03,3.57,1.74,2.25
04-12,1.69,1.98,4.65,1.36,1.93,2.78,1.65,3.13,3.05,3.31,4.27
04-13,2.75,1.74,2.56,2.14,2.85,2.47,3.25,2.1,2.41,3.51,3.97
04-14,1.79,1.93,1.42,2.38,2.56,2.17,2.42,1.55,2.28,2.59,3.8
04-15,3.05,1.71,2.48,1.75,4.29,2.08,3.06,1.79,3.95,3.25,2.3
04-16,2.73,3.37,2.64,2.97,2.13,3.1,1.28,3.67,3.21,4.39,3.74
04-17,2.28,1.97,2.42,1.51,2.26,1.69,2.47,3.17,3.83,2.48,2.56
04-18,2.33,2.63,2.19,2,1.8,2.88,2.17,2.66,2.16,1.99,2.28
04-19,2.64,2.46,2.26,2.26,1.25,4.64,2.24,1.73,3.31,1.86,3.18
04-20,2.63,2.15,2.82,3.03,1.13,5.41,4.87,1.97,3.97,2.42,2
04-21,1.13,1.52,2.18,2.76,1.91,3.13,4.32,2.38,4.08,2.87,2.33
04-22,3.07,1.82,1.51,1.21,2.16,3.95,3.09,1.33,3.08,1.7,2.19
04-23,3.27,2.1,2.39,1.6,1.79,3.14,2.38,2.46,4.55,2.71,2.35
04-24,1.62,2.1,2.74,1.37,1.81,2.35,2.29,1.92,1.84,2.49,2.94
04-25,4.59,2.33,3.07,1.53,3.23,1.31,2.95,3.05,1.42,2.03,3.29
04-26,3.66,1.72,2.78,3.21,3.26,2.6,1.51,4.02,1.62,1.88,3.07
04-27,3.45,3.17,2.04,3.86,4.09,2.28,1.86,1.82,1.72,2.38,2.78
04-28,2.24,2.77,2.45,4.13,2.18,1.94,2.06,1.54,2.57,2.19,2.01
04-29,2.22,2.26,2.29,2.04,2.46,2.31,1.99,1.96,2.29,2.49,1.52
04-30,2.23,1.72,3.46,2.02,1.87,1.63,1.99,4.41,2.64,4.06,2.55
05-01,2.17,2.45,4.1,2.85,3.25,1.89,2.1,3.62,2.41,2.84,2.64
05-02,3.18,2.51,4.23,1.7,6.53,1.94,2.11,1.67,2.21,3.45,2.95
05-03,3.57,3.01,2.79,2.15,4.54,2.44,2.03,1.47,2.55,2.53,2.28
05-04,3.05,3.67,2.27,2.77,2.74,4.18,2.39,2.56,5.12,2.29,2.6
05-05,1.85,2.93,2.28,3.77,2.28,3.13,3.65,1.97,5.21,2.16,2.26
05-06,2.15,3.03,1.86,3.11,1.45,2.44,3.02,1.05,5.56,2.42,2.89
05-07,2.95,1.86,2.12,2.68,1.66,2.09,2.2,1.81,4.43,2.4,2.3
05-08,1.95,3.76,2.82,2.21,1.97,3.2,2.81,0.87,3.16,4.92,4.28
05-09,1.88,2.84,5.13,1.8,1.67,2.4,1.24,3.06,2.53,4.25,4.07
05-10,1.61,1.94,3.75,1.8,1.62,1.73,2.79,2.49,1.99,2.65,1.41
05-11,2.38,2.06,3.51,2.81,1.49,2.51,2.02,3.28,1.76,1.52,2.09
05-12,1.96,2.23,2.55,2.87,1.95,4.26,4.23,1.75,1.48,1.56,3.06
05-13,4.55,2.07,2.41,2.13,3.59,4.87,2.47,2.18,2.44,2.76,3.2
05-14,3.63,1.92,2.19,2.06,1.85,3.62,4.43,3.83,1.88,3.54,2.87
05-15,3.34,4.88,2.29,2.25,2.5,2.6,2.65,1.96,2.35,4.8,1.75
05-16,2.37,4.38,1.77,1.8,1.46,1.91,3.56,3.05,1.74,3.11,2.08
05-17,2.34,5.86,2.16,1.51,1.81,4.49,3.65,2.25,2.39,1.23,2.3
05-18,1.92,2.86,2.04,3.54,2.4,2.37,3.12,1.71,1.95,2.48,2.69
05-19,1.86,3.45,2.52,2.58,2.3,1.82,2.92,2.58,2.15,3.59,2.09
05-20,2.19,2.33,3.7,2.61,1.85,1.69,2.84,2.53,2.18,5.79,2.78
05-21,4.39,3.61,1.1,2.15,2.06,2.21,3.06,2.8,2.19,3.22,1.89
05-22,2.58,2.74,3.43,2.55,1.68,1.51,2.33,3.87,1.7,1.4,2.51
05-23,2.56,1.66,2.59,1.42,1.55,1.58,1.45,2.49,1.83,2.93,2.01
05-24,2.4,2.25,2,1.84,1.55,2.04,2.31,3.49,2.46,2.12,2.23
05-25,2.16,3.67,4.11,2.53,1.7,2.87,1.69,2.17,2.69,2.47,2.97
05-26,2.26,3.31,4.17,2.52,2.96,5.15,2.05,2.07,3.72,1.8,1.75
05-27,2.35,3.09,3,2.54,3.21,4.14,2.13,2.16,4.63,2.01,1.73
05-28,1.56,1.95,2.15,2.08,3.52,2.08,1.85,2.18,4.93,1.18,2.87
05-29,2.55,2.6,2.91,2.59,3.12,2.69,2.07,2.28,2.77,1.33,2.19
05-30,2.26,2.21,1.81,2,1.68,2.52,2.27,1.86,1.8,1.9,1.82
05-31,2.36,1.47,2.09,1.12,2.38,1.78,1.93,2.67,2.15,1.07,2.8
06-01,3.61,1.93,2.27,0.95,1.29,1.77,2.19,2.26,2.59,1.46,1.78
06-02,5.79,2.32,2.38,1.68,0.98,2.03,2.15,2,3.24,2.05,2.17
06-03,3.52,1.83,2.73,2.07,2.45,2.26,2.01,1.9,4.32,1.93,2.07
06-04,2.43,2.43,1.92,1.32,1.97,3.05,3.6,2.71,4.27,1.21,1.25
06-05,3.13,1.94,2.75,2.5,2.33,2.73,3.71,1.88,2.66,2.17,1.91
06-06,2.43,2.18,1.69,3.21,2.85,2.05,2.07,3.05,2.1,1.81,2.5
06-07,1.57,1.5,2.61,2.15,2.66,3.89,2.94,2.41,2.79,2.31,2.3
06-08,2.09,1.72,2.05,1.59,1.96,3.52,2.27,2.03,2,2.63,3.96
06-09,2.06,1.72,2.43,3.01,2.03,5.27,2.63,2.8,3.49,2.52,2.93
06-10,2.18,2.76,2.16,1.73,3.24,3.12,2.25,2.86,4,2.46,1.76
06-11,1.59,5.17,3.03,2.32,2.29,2.54,3.1,2.3,1.9,1.79,2.56
06-12,1.64,3.55,2.78,2.17,2.06,1.84,3.28,2.59,2.32,2.28,2.89
06-13,1.82,2.6,2.47,1.89,2.5,3.72,3.42,2.03,2.25,2.42,2.53
06-14,1.62,1.59,2.27,2.31,2.92,4.33,2.4,1.79,2.24,2.7,2.54
06-15,2.73,2.64,2.83,2.12,2.6,2.15,1.72,1.8,1.97,3.16,4.72
06-16,1.98,2.62,2.66,2.32,1.88,2.19,2.17,2.18,2.54,2.14,2.19
06-17,1.92,2.92,2.36,2.14,2.44,2.56,1.89,2.6,2.41,2.03,3.07
06-18,2.74,2.53,3.02,2.6,2.77,1.83,1.65,1.68,2.51,3.1,4.56
06-19,2.13,2.35,4.07,2.57,2.73,2.46,4.02,3.86,2.55,3,2.51
06-20,2.59,2.49,3.14,2.37,1.57,3.14,2.59,4.35,2.9,3.5,2.98
06-21,1.83,2.45,2.06,2.9,1.55,3.35,3.01,3.55,2.84,3.99,2.59
06-22,2.23,1.85,2.07,1.86,2.16,2.81,3.6,2.09,2.02,2.72,2.42
06-23,4.36,3.06,2.21,2.06,2.15,3.39,1.59,1.38,1.85,1.95,2.32
06-24,3.78,3.19,2.16,2.1,2.26,2.88,2.37,2.89,1.56,2.18,2.64
06-25,3,2.84,1.8,2,2.66,2.01,3.32,2.83,3.22,2.05,2.42
06-26,2.31,2.34,2.36,3.34,2.59,2.18,2.96,2.79,4.02,1.99,2.8
06-27,1.34,1.98,1.59,4.07,1.84,2.33,2.06,3.47,2.54,2.14,3.63
06-28,3.6,1.81,1.42,3.64,2.25,2.05,2.03,1.93,2.37,1.32,2.15
06-29,4.78,2.3,1.88,2.14,3.83,1.8,2.04,2.65,2.11,2.62,2.16
06-30,3.11,2.12,2.31,3.3,4.69,1.99,2.09,3.35,3.14,2.95,2.06
07-01,2.05,1.8,2.79,3.81,3.4,2,2.84,2.48,3.28,2.52,4.42
07-02,3.06,2.04,2.47,3.53,1.6,2.31,2.3,2.35,2.4,2.21,3.74
07-03,5.41,2.08,2.01,2.71,1.41,1.86,3.21,2.56,2.16,2.48,2.68
07-04,3.8,2.44,2.4,1.8,1.71,2.52,3.43,2.95,2.54,2.17,2.56
07-05,1.68,2.37,3.14,1.98,2.19,2.56,2.57,2.06,2.82,1.6,2.33
07-06,2.18,2.34,2.68,1.92,1.91,2.53,3.09,2.53,3.68,2.57,4.11
07-07,2.78,1.85,1.98,2.33,2.39,1.97,3.02,1.38,3.36,4.87,2.08
07-08,2.01,2.19,2.5,2.45,3.35,2.24,2.7,1.99,2.95,1.54,2.63
07-09,2.81,2.52,2.13,2.5,2.56,3.51,2.35,2.12,2.48,1.94,3.06
07-10,2.84,2.3,3.52,2.22,1.63,2.21,2.64,2.88,2.24,2.44,2.97
07-11,2.4,2.25,2.3,2.67,2.4,2.4,2.71,1.87,2.53,1.95,2.2
07-12,2.12,2.12,2.2,3.13,2.25,1.99,2.44,3.42,3.05,2.1,2.71
07-13,1.98,2.25,3.15,2.71,2.61,1.97,2.56,3.76,2.59,2.63,2.1
07-14,2.6,2.22,3.8,2.73,3.65,3.14,1.79,3.16,2.32,1.98,3.22
07-15,2.3,2.01,3.79,2.7,1.94,3.24,2.36,2.08,2.42,2.49,2.29
07-16,2.39,1.77,2.28,3.61,3.14,3.31,2.56,3.11,2.35,2.28,2.62
07-17,2.28,2.39,2.66,2.18,2.38,2.49,2.62,2.89,2.22,2.32,2.75
07-18,1.54,2.41,2.62,2.57,1.86,2.76,2.5,2.89,2.33,1.64,2.4
07-19,2.54,3.02,2.32,2.68,2.84,2,2.12,2.43,2.74,2.41,2.38
07-20,3.31,2.28,2,2.54,2.01,2.76,2.45,2.27,3.02,2.1,2.3
07-21,3.1,1.75,1.86,1.7,3.95,2.57,2.66,2.24,2.22,2.73,4.17
07-22,2.1,2.2,2.53,3.06,1.98,2.17,2.18,2.21,2.62,1.53,4.07
07-23,1.87,1.3,3.11,3.34,2.68,1.92,2.84,2.87,2.8,3.67,3.14
07-24,2.59,1.94,2.49,3.81,2.42,2.35,2.61,2.11,2.61,4.85,2.79
07-25,3.18,2.01,2.71,3.24,1.85,2.38,1.94,2.79,2.68,4.36,2.22
07-26,3.32,1.98,2.43,2.97,2.73,2.74,2.76,2.71,2.26,3.28,2.57
07-27,2.51,2.19,2.1,2.12,2.62,3.33,2.26,2.31,2.6,1.94,2.21
07-28,2.15,2.09,2.31,2.42,2.31,2.86,2.58,2.8,2.74,3.26,3.05
07-29,4.27,1.9,2.65,1.88,2.42,2.29,2.42,2.89,2.84,3.78,2.69
07-30,2.83,2.82,2.43,2.98,2.11,2.43,1.75,3.08,2.37,2.15,2.18
07-31,2.34,2.75,2.43,3.6,2.25,1.66,2.83,2.95,2.35,2.38,2.55
08-01,2.14,2.31,2.04,3.14,2.17,2.6,2.63,2.81,3.15,2.49,2.78
08-02,3.19,3,2.78,2.36,2.37,2.93,2.09,2.51,2.33,2.28,2.21
08-03,1.86,3.15,2.21,2.09,2.08,2.22,3,4.96,2.33,2.4,3.62
08-04,3.04,2.09,2.52,2,1.77,2.71,3.52,3.97,2.08,3.52,2.81
08-05,3.32,2.44,3.57,2.31,2.25,2.98,2.62,2.39,3.29,3.35,2.5
08-06,2.49,2.55,3.88,2.45,1.32,2.99,2.24,2.58,2.59,2.19,2.38
08-07,2.3,2.42,3.24,1.78,1.14,3.27,2.56,3.83,2.38,2.6,2.55
08-08,2.01,2,2.01,2.96,2.47,2.18,2.42,3.04,2.66,2.31,2.5
08-09,2.68,1.66,2.41,2.8,2.49,2.46,2.54,3.93,2.67,2.82,2.39
08-10,2.17,2.33,3.27,3.44,1.49,2.51,1.95,3.79,2.51,2.28,2.37
08-11,3.48,2.82,2.38,2.79,1.3,2.28,2.49,2.28,2.51,2.98,2.32
08-12,1.69,2.81,2.6,3.11,1.42,2.81,3.16,2.21,2.37,2.31,3.2
08-13,3.16,2.27,2.18,2.02,1.7,2.98,2.37,3.14,2.64,2.13,1.96
08-14,2.55,1.69,2.45,1.77,2.2,3.1,3.04,2.68,2.71,2.66,2.27
08-15,2.12,2.54,2.68,1.73,2.45,2.15,3.19,2.31,3.21,3,3.82
08-16,2.87,2.52,2.34,2.28,1.99,2.1,4.33,2.44,4.04,2.19,2.1
08-17,2.49,2.31,2.8,1.87,1.68,2.52,2.77,2.47,5.82,2.82,2.84
08-18,2.91,2.57,1.83,1.95,2.18,2.89,3.07,2.9,3.36,3.09,2.08
08-19,3.75,2.12,3.1,2.95,2.7,2.95,2.28,1.7,3.5,3.22,2.71
08-20,2.27,2.1,2.79,2.69,2.98,2.91,3.72,2.73,2.45,2.31,2.25
08-21,2.39,1.89,3.18,2.68,1.98,2.3,2.86,2.21,2.33,2.69,2.28
08-22,2.51,1.73,3.01,2.38,1.67,2.72,2.6,2.16,2.86,2.39,2.08
08-23,2.99,1.88,2.42,2.24,2.16,2.27,2.8,1.61,2.74,1.93,2.14
08-24,2.77,2.9,2.23,2.32,1.95,1.89,2.68,3.05,2.43,2.09,1.94
08-25,2.38,1.68,2.1,2.57,1.9,1.74,2.31,3.74,2.25,2.87,1.62
08-26,2.86,1.97,2.73,2.47,2.73,1.69,2.3,2.68,2.34,2.57,2.07
08-27,2.4,2.39,2.54,2.35,2.35,1.98,2.27,2.19,1.87,5.82,1.64
08-28,2.24,1.76,2.31,1.92,1.81,2.63,3.04,2.49,2.33,4.14,2.42
08-29,2.15,2.35,2.09,2.13,2.53,2.44,5.12,2.76,2.64,2.81,2.2
08-30,1.83,1.21,2.64,1.71,1.52,1.75,3.07,2.3,1.39,2.83,2.81
08-31,2.14,1.54,2.45,2.21,1,2.02,3.5,2.72,2.66,2.45,2.1
09-01,3.29,2.38,2.07,2.45,2.06,2.73,1.78,1.75,2.12,1.9,2.75
09-02,3.66,1.44,2.13,3.64,2.77,3.61,2.41,2.24,3.03,3.51,1.78
09-03,2.61,2.3,1.88,1.94,2.5,1.97,1.93,2.53,2.8,5.04,2.26
09-04,2.21,3.58,1.92,3.16,2.73,1.9,1.21,2.51,4.35,2.95,2.48
09-05,2.55,1.83,1.96,2.17,2.95,2.39,1.3,2.49,3.57,2.99,1.11
09-06,2.1,2.27,4.12,2.29,2.84,2.15,2.02,2.2,3.47,2.56,4.61
09-07,2.45,1.87,2.86,1.16,2.7,1.21,1.63,2.37,2.53,2.26,2.45
09-08,2.94,2.16,3.1,1.71,2.03,1.46,1.41,2.81,2.69,2.11,3.58
09-09,2.15,2.93,2.03,4.43,2.41,1.36,2.09,4.72,2.76,2.22,3.71
09-10,3.06,1.67,2.57,5.43,1.91,2.27,2.52,2.41,2.23,2.39,2.37
09-11,2.09,2.46,2.32,2.67,1.62,3.21,2.32,2.82,2.66,2.4,2.14
09-12,2.35,3.16,1.93,2.8,2.83,3.49,2.94,2.31,2.22,2.32,2.6
09-13,1.84,3.04,3.2,1.76,1.76,2.15,2.47,2.24,2.39,1.13,2.88
09-14,2.64,2.92,2.32,3.13,1.68,2.22,2.29,2.15,4.76,1.8,2.97
09-15,1.84,3.45,2.48,2.99,0.83,1.87,1.99,3.44,3.38,2.87,2.15
09-16,3.22,4.02,2.65,3.07,1.16,2.15,1.83,4.29,2.16,3.45,2.31
09-17,3.58,2.21,2.06,2.66,2.34,2.09,2,3.74,2.92,3.56,2.56
09-18,2.86,1.37,2.83,3.05,3.08,3.4,2.2,2.76,1.56,2.22,1.78
09-19,2.7,2.56,2.53,3.24,2.07,2.71,1.85,2.42,3.51,2.82,1.2
09-20,2.52,2.7,1.79,2.18,1.55,2.07,2.22,1.8,2.69,3.3,1.39
09-21,1.64,1.66,1.89,1.87,1.92,3.21,2.39,2.05,1.13,2.37,2.96
09-22,3.18,2.28,1.77,2,2.24,3.47,1.83,1.89,1.66,2.41,2.23
09-23,2.46,2.63,2.19,2.92,1.84,2.13,2.87,3.09,1.48,3.38,1.67
09-24,2.65,2.98,1.4,2.58,2.09,1.91,2.58,4.89,3.68,1.79,3.11
09-25,1.49,2.43,2.17,1.5,2.14,1.88,4.8,3.03,4.15,2.31,2.71
09-26,1.51,2.02,1.84,2.41,3.33,1.92,4.11,2.06,3.18,2.23,3.27
09-27,1.17,1.57,1.59,1.97,2.42,1.51,3.34,2.36,2.78,1.73,2.15
09-28,1.42,1.65,1.61,1.79,2.04,2.14,2.24,1.79,2.28,1.61,2.34
09-29,1.17,1.67,2.41,1.98,1.82,1.88,2.41,2.39,2.58,2.09,1.78
09-30,1.51,3.18,1.63,1.69,2.08,1.51,2.96,1.85,2.64,1.79,2.17
10-01,1.5,3.48,2.82,1.97,2.67,2.29,1.51,1.83,2.21,2.11,2.84
10-02,2.16,0.78,1.81,1.71,5.44,3.38,4.46,1.74,1.86,1.61,2.54
10-03,1.42,2.39,1.31,2,4.29,4.02,3.21,3.78,1.88,2.08,3.85
10-04,2.7,2.36,1.74,2.73,4.39,1.96,2.82,3.4,1.57,2.18,1.86
10-05,2.35,1.7,1.5,2.1,1.38,1.97,1.5,2.59,1.29,2.07,1.77
10-06,1.69,2.68,2.28,2.16,2.66,2.11,1.52,2.45,1.37,1.97,1.68
10-07,3.96,1.78,1.88,2.24,2.22,5.07,2.26,3.2,1.64,1.86,4.06
10-08,4.34,1.2,2.52,2.13,1.98,4.17,1.74,2.68,2.26,1.87,3.96
10-09,4,2.65,1.37,1.95,2.6,1.47,1.81,2.32,2.58,1.58,3.74
10-10,3.15,3.7,1.36,1.65,4.97,1.59,1.73,2.37,1.52,1.33,2.81
10-11,1.87,2.08,2.29,1.72,2.77,1.42,2.8,2.09,1.11,1.68,1.9
10-12,3.52,3.84,2.88,1.59,1.62,2.08,4.3,1.93,1.83,1.55,2.24
10-13,2.8,3.43,6.23,1.54,1.48,2.61,1.96,3.35,1.4,1.52,1.38
10-14,4.16,2.38,2.48,1.51,2.39,2.7,4.42,3.9,1.58,1.18,2.63
10-15,2.47,1.68,1.37,1.28,3.18,2.72,2.2,1.81,1.57,1.08,3.38
10-16,1.72,1.23,1.03,1.71,1.6,1.64,1.89,2.34,2.25,3.78,4.28
10-17,2.65,2.55,1.18,1.64,1.91,2.15,1.67,1.92,2.03,4.55,2.72
