month-day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
01-20,3.26,2.79,3.93,6.14,3.17,2.73,2.07,2.08,2.31,2.69,4.55,3.5,3.29,3.57,3.08,3.43,2.88,4.58,3.63,2.84,2.03
01-21,2.3,2.82,4.37,5.46,2.45,4.36,2.3,2.94,2.29,1.69,5.86,5.07,5.78,6.95,4.35,4.12,2.97,4.44,3.09,2.42,3.56
01-22,1.06,1.27,4.94,5.03,1.92,4.72,2.93,3.6,2.45,5.46,4.33,3.93,3.21,6.5,3.01,4.94,4.82,3.07,2.31,4.5,4.91
01-23,1.88,1.26,2.83,5.44,1.98,2.76,2.42,2.64,3.14,6.83,4.49,2.87,2.14,4.96,2.1,5.34,7.74,2.35,1.3,4.69,1.37
01-24,1.89,2.07,2.27,6.32,3.89,3.79,1.57,1.6,2.47,4.47,3.78,1.48,5.34,6.55,2.32,5.1,3.65,1.91,2.58,4.78,1.22
01-25,2.07,4.46,2.19,3.39,4.29,5.71,2.75,2.98,2.1,2.77,2.67,2.87,5.01,4.04,1.71,5.22,5.09,4.14,3.96,5.26,1.92
01-26,3.02,3.28,2.34,5.28,4.17,3.68,2.75,5.92,2,7.72,3.92,4.72,4.71,2.2,1.83,6.99,7.54,3.97,2.35,6.14,3.69
01-27,5.04,2.34,1.5,3.38,4.29,1.1,1.94,4.79,2.69,4.59,4.67,6.67,4.38,5.42,3.84,5.28,7.25,4.73,2.68,5.94,3.02
01-28,3.26,2.66,2.26,3.91,3.19,2.25,2.43,5.31,2.25,2.77,1.41,5.65,3.55,2.79,6.32,2.77,3.92,5.88,2.49,5.34,2.02
01-29,3.25,1.78,1.67,4.47,1.65,2.73,3.45,2.35,2.24,3.98,2.38,4.72,1.55,1.48,5.14,4.5,4.53,5.55,3.1,3.9,3.38
01-30,1.56,3.28,3.75,4.29,1.93,2.65,2.31,5.01,2.73,2.55,3.03,3.14,1.66,3.12,2.29,2.51,2.91,2.96,3.61,4.54,2.59
01-31,2.58,3.24,3.85,1.97,2.71,1.97,1.96,6.98,2.09,3.25,5.04,1.82,3.06,3.86,2.65,4.78,3.69,4.73,3.79,2.69,2.74
02-01,4.4,1.38,3.89,5.13,2.19,2.41,3.1,5.16,1.88,2.06,3.81,2.36,2.03,3.5,3.03,2.52,3.75,2.3,4.45,2.31,2.29
02-02,2.92,2.79,5.16,11.56,2.2,1.73,3.57,2.1,3.55,4.39,1.34,3.64,1.79,3.75,1.73,3.96,3.53,2.93,2.55,1.47,1.58
02-03,1.63,3.01,3.28,6.49,2.1,3.83,4.41,3.64,4.71,4.78,3.09,4.05,4.98,3.55,1.41,3.14,1.76,4.46,3.87,0.96,2.9
02-04,1.64,2.43,3.18,1.33,6.19,5.8,4.33,3.83,4.73,2.26,3.23,2.42,7.16,4.26,1.5,2.67,4.11,2.11,5.37,0.92,5.07
02-05,4.49,3.13,6.55,3.7,3.93,4.45,5.08,2.38,1.02,1.23,3.23,3.25,6.52,5.72,1.35,3.52,6.2,3.3,4.33,1.61,6.89
02-06,3.89,1.98,5.12,2.2,1.72,7.49,3.04,3.59,1.71,3.11,4.15,3.83,4.19,5.2,3.19,3.04,6.84,5,3.92,1.84,6.26
02-07,1.67,3.68,4.22,2.64,1.35,3.32,1.02,4.79,2.57,3.25,3.58,1.2,3.77,4.29,2.18,1.45,3.7,9.54,3.22,2.28,6.62
02-08,3.54,2.8,3.08,4.22,3.51,5.13,2,6.33,2.39,1.77,1.98,4.18,4.61,3.94,1.18,3.54,4.9,5.78,1.24,2.33,6.09
02-09,5.2,3.64,3.53,5.03,3.53,2.45,1.74,5.66,1.34,3.28,1.76,7.4,4.98,4.29,1.1,5.77,3.82,5.2,2.61,3.56,7.65
02-10,7.94,3.02,3.42,3.98,6.24,3.25,1.28,7.06,2.47,5.72,1.98,4.98,4.28,5.15,1.88,1.52,3.45,3.21,2.35,3.89,6.31
02-11,4.84,2.27,3.23,3.63,4.97,1.06,1.32,6.63,2.01,3.04,4.4,4.46,5.27,2.91,2.21,2.11,5.23,1.95,2.99,2.69,5.68
02-12,3.58,1.95,3.88,5.33,3.66,3.55,4.36,5.85,4.01,2.21,2.38,5.2,1.39,2.57,2.99,3.49,4.66,2.33,5.33,1.59,4.72
02-13,6.83,1.32,1.88,3.74,3.04,4.08,5.24,2.91,3.12,5.64,1.53,7.7,1.97,3.4,3.56,4.19,5.3,4.14,2.49,2.16,5
02-14,5.45,1.24,4.26,3.05,5.7,3.02,4.8,2.35,1.45,6.54,1.59,6.54,1.99,4.13,4.55,4.21,4.75,4.46,2.88,2.59,8.53
02-15,2.86,2.78,4.78,4.36,4.23,4.7,5.64,5.57,2.07,4.19,2.23,2.91,1.89,4.7,2.09,4.66,2.84,4.37,6.46,2.68,5.19
02-16,3.94,3.18,3.25,3.3,2.81,2.27,7.55,3.2,2.14,2.66,4.94,3.64,2.76,2.56,2.19,4.06,3.44,1.75,3.48,1.32,5.24
02-17,4.41,4.37,1.41,4.65,4.5,4.57,6.35,6.53,2.12,2.9,6.22,3.96,3.94,2.45,1.92,3.15,3.01,4.01,5.48,2.98,4.88
02-18,1.31,3.33,4.75,5.71,5.55,5.03,6.66,7.19,2.09,3.2,2.86,1.92,3.99,3.83,4.45,1.77,6.72,3.96,5.2,3.65,1.93
02-19,3.83,1.54,2.32,5.7,3.81,4.75,3.73,3.67,2.51,2.83,2.71,4.14,3.29,5.1,4.81,4.43,5.57,4.89,3.27,4.15,2.89
02-20,3.24,2.72,2.82,1.88,4.99,3.31,5.08,2.68,1.84,2.02,3.67,5.3,1.4,7.35,3.71,3.69,6.4,2.95,3.98,5.52,3.59
02-21,3.84,3.24,1.57,3.22,8.64,2.75,5.43,2.74,2.32,1.38,4.08,3.6,1.66,8.64,4.2,4.74,2.99,5.16,4.76,3.53,2.98
02-22,7.48,3.17,2.33,2.97,7.97,2.89,2.51,0.98,2.09,3.75,5.7,4.05,2.84,7.46,5.12,6.06,1.94,2.38,4.21,7.6,3.04
02-23,4.62,3.14,2.59,5.67,7.73,1.05,1.48,2.66,3.2,5.47,5.15,4.48,3.75,4.61,3.94,5.43,1.31,5.57,4.89,5.11,1.57
02-24,5.19,7.14,2.09,3.79,11.32,2.34,1.95,2.46,3.01,5.47,5.95,5.83,2.99,3.5,2.45,6.06,1.49,6.71,6.51,7.49,3.89
02-25,3.53,5.02,4.6,1.53,7.91,2.4,3.92,2.26,2.61,5.24,4.71,6.82,2.83,2.59,2.16,5.43,4.8,3.43,3.58,5.18,3.28
02-26,2.42,4.17,6.09,5.5,5.24,2.83,4.36,3.26,1.24,7.28,4.28,3.14,4.5,5.63,2.45,2.97,8.02,2.73,2.85,6.14,1.6
02-27,3.09,3.25,3.41,3.93,8.4,3.02,3.17,3.04,0.7,8.76,1.37,4.79,6.2,7.82,3.4,3.13,4.91,2.65,4.67,7,1
02-28,1.28,2.65,1.93,5,5.96,3.08,5.26,3.35,2.2,8.97,2.22,4.22,4.04,3.93,5.04,3.19,4.85,5.67,2.72,7.22,3.29
02-29,2.94,0,0,0,7.73,0,0,0,2.14,0,0,0,3.12,0,0,0,5.21,0,0,0,3.25
03-01,4.69,5.79,1.95,4.5,6.8,2.49,4.6,1.92,0.97,6.76,1.07,2.16,2.11,2.61,4.9,3.99,5.34,3.19,6.25,5.85,4.05
03-02,2.53,7.01,5.64,2.5,3.95,1.59,2.84,1.36,3.43,5.36,4.56,2.33,4.98,4.54,3.92,4.07,3.87,2.22,4.31,7.44,4.44
03-03,2.52,3.29,3.28,3.67,4.47,1.69,3.95,3.26,3.44,5.48,2.46,1.99,4.2,5.12,3.32,8.56,4.18,5.65,6.2,5.87,5.05
03-04,3.39,2.68,3.89,3.69,4.76,3.23,2.94,3.08,3.1,5.38,1.76,1.28,2.59,4.35,2.04,7.02,5.6,7.43,4.67,4.66,4.98
03-05,2.04,1.89,3.7,3.1,5.9,1.98,2.4,4.49,4.04,2.53,3.16,1.18,4.91,3.27,2.54,5.65,4.74,7.73,3.6,4.32,6
03-06,7.08,6.97,6.54,2.07,7.46,1.61,5.17,6.67,2.61,5.47,2.86,4.51,6.33,2.66,8.18,3.57,4.99,7.72,6.36,7.48,2.82
03-07,7.37,6.06,6.64,1.45,5.38,4.57,3.96,7.48,2.77,2.97,3.42,3.79,6.12,3.71,8.7,8.2,7.03,5.11,6.3,4.91,1.93
03-08,6.57,5.79,2.36,4.18,2.1,3.22,1.3,4.82,3.55,8.93,3.14,2,5.5,4.77,6.9,3.71,7.06,7.04,5.14,6.4,4.27
03-09,3.77,3.13,6.05,4.11,4.69,2.35,4.88,9.83,2.62,8.53,2.06,2.84,3.48,4.13,2.74,4.71,6.65,7.33,1.34,3.55,4.08
03-10,3.36,6.8,8.09,3.32,3.78,2.24,4.51,7.23,0.92,5.9,5.73,6.07,2.41,2.32,1.26,5.94,2.35,3.64,2.42,5.63,3.8
03-11,7.67,5.8,7.58,3.05,2.91,6.2,2.59,2.69,1.94,5.69,6.6,4.39,1.42,4.39,2.31,4.17,5.66,6.88,3.37,4.8,3.74
03-12,5.1,3.21,4.68,1.4,5.6,3.46,3.26,2.97,1.96,3.07,6.76,5.02,4.02,6.21,1.87,5.57,5.02,4.93,4.35,3.79,2.29
03-13,2.85,5.33,3.3,3.93,4.99,3.24,5.49,5.53,2.27,4.26,4.53,3.11,4.74,5.63,1.8,6.4,5.53,4.88,5.37,3.65,1.99
03-14,2.03,4.72,3.63,5.59,5.12,4.95,6.06,1.71,2.89,2.48,8.14,2.5,6.68,4.59,2.21,5.31,7.35,3.61,4.19,5.62,4.14
03-15,2.92,5.31,4.1,4.55,4.74,3.18,4.11,6.09,3.88,4.57,7.39,5.98,2.52,2.53,4.86,6.9,6.42,4.3,3.1,3.85,3.62
03-16,2.88,4.87,4.74,2.59,5.16,2.97,5.21,4.02,5.83,5.11,5.99,4.78,3.66,1.37,3.67,7.03,5.3,5.28,2.08,2.41,6.1
03-17,1.19,2.9,4.79,3.28,6.16,2.8,5.27,3.9,6.46,4.91,4.07,6.66,6.8,2.96,4.03,3.33,5.7,4.73,2.34,2.94,4.51
03-18,1.22,4.87,3.76,5.92,4.48,2.88,7.14,2.55,3.95,3.77,5.57,5.72,6.78,2.84,4.79,1.68,5.24,3.58,1.31,5.55,4.38
03-19,3.31,4.93,3.46,6.1,3.24,1.93,3.77,2.37,4.93,4.84,9.12,3.14,6.9,2.09,9.13,1.97,5.47,5.7,2.81,6.01,2.21
03-20,4.36,3.48,3.46,4.02,3.16,1.78,4.92,2.21,3.57,5.94,8.97,3.2,7,1.73,4.76,3.18,6.84,6.17,6.31,4.06,3.37
03-21,2.52,4.96,3.63,4.14,5.25,3.67,1.6,1.13,5.14,3.58,6.43,5.93,7.37,1.89,1.49,5.55,5.2,5.79,5.44,3.51,3.52
03-22,2.99,3.31,6.08,4.53,3.69,4.16,3.54,2.76,5.67,1.95,2.86,5.19,6.71,0.62,3.63,2.42,6.43,2.77,2.52,5.44,3.85
03-23,6.09,4.32,4.21,5.81,6.3,5.52,6.42,4.91,5.83,2.28,4.86,5.38,3.69,2.43,5.14,1.84,1.3,2.09,5.36,4.99,4.79
03-24,6.94,3.09,2.65,2.65,5.03,4.63,6.24,4.82,1.54,2.86,2.61,5.43,5.32,4.23,7.59,2.24,1.97,5.2,5.49,4.58,5.69
03-25,3.04,3.18,3.52,4.5,3.13,3.39,6.01,8.05,4.98,3.57,6.12,3.72,4.69,3.5,3.91,2.03,4.32,4.24,6.24,5,5.14
03-26,3.04,7.14,5.33,2.13,2.3,5.28,5.32,7.13,6.63,7.16,4.69,6.68,4.17,2.94,4.46,5.4,6.32,4.77,3.63,4.8,3.02
03-27,2.36,6.25,3.13,3.41,2.14,3.06,8.46,7.42,3.56,4.13,6.87,3.7,3.05,4.04,5.67,2.92,4.92,2.58,2.76,3.21,3.47
03-28,4.4,6.03,3.79,4.39,2.36,3.02,6.48,6.73,7.07,3.03,4.24,4.77,2.35,5.8,4.27,3.04,3.09,2.96,2.85,4.23,3.27
03-29,2.02,4.64,4.54,5.73,2.38,3,3.63,3.43,6.44,3.71,2.38,4.03,2.36,4.91,6.95,4.49,4.36,7.48,4.92,4.86,4.33
03-30,4.22,5.47,5.49,5.28,1.23,2.09,4.47,3.92,2.96,4.23,5.18,2.53,1.44,6.98,5.63,4.1,4.49,3.15,6.82,3.65,3.48
03-31,2.83,3.71,3.25,5.17,3.52,3.66,4.49,3.17,2.16,4.31,4.88,1.23,2.5,7.57,4.39,4.38,3.03,4.11,6.35,1.3,3.4
04-01,5.83,3.84,4.03,3.49,2.56,3.95,3.05,2.27,6.39,4.82,4.48,1.23,3.93,6.17,4,3.92,3.13,6.13,4.21,3.53,4.8
04-02,3.36,4.27,2.58,3.38,1.56,3.06,3.04,2.84,5.49,3.19,3.68,2.2,3.26,4.47,3.86,4.14,4.43,6.5,3.29,3.55,3.23
04-03,2.53,2.24,3.65,4.23,1.62,3.19,2.23,3.62,4.63,3.36,4.9,2.11,2.79,7.02,3.43,3.95,2.64,4.26,2.89,2.47,4.47
04-04,2.99,5.57,4.56,3.94,2.49,6.86,3.08,5.51,4.53,4.71,3.01,1.44,1.58,5.52,3.5,5.09,3.41,4.46,4.22,1.93,3.91
04-05,5.72,5.51,3.59,2.31,6.23,6.95,2.63,3.81,4.65,3.82,3.14,2.73,3.52,6.23,4.62,4.19,5.59,4.39,5.39,3.32,2.39
04-06,6.64,5.29,6.26,2.47,2.62,3.06,4.41,4.47,5.64,2.21,4.46,2.42,4.94,5.04,2.7,3.64,3.45,5.73,4.63,3.62,3.24
04-07,7.73,5.98,6.05,2.37,4.64,3.7,2.62,3.22,4.61,4.09,7.09,1.25,2.88,4.76,2.91,1.87,8.09,2.87,2.96,7.53,4.79
04-08,4.42,5.23,4.35,3.54,3.57,6.73,2.47,2.21,1.78,3.31,5.83,3.16,2.51,3.81,2.92,2.52,9.76,3.19,4.35,4.3,3.11
04-09,3.67,2.61,3.35,1.94,2.28,2.92,1.83,3.24,3.65,4.37,6.21,4.3,3.67,2.35,3.13,2.47,5.32,3.07,3.04,3.59,2.69
04-10,1.32,5.36,1.39,2.2,5.11,1.32,1.53,1.54,3.58,5.05,2.02,4.67,4.53,3.38,5.03,1.74,3.51,2.95,1.94,5.7,2.19
04-11,2.85,4.64,2.77,5.21,4.21,5.4,3.04,2.79,4.1,5.98,4.9,1.99,3.61,2.29,3.68,2.23,2.75,1.33,3.55,4.43,3.54
04-12,3.51,3.56,2.09,2.92,3.47,3.71,2.69,2.68,3.06,4.52,2.72,5.13,2.76,2.36,2.93,3.84,3.7,3.66,4.11,4.89,5.04
04-13,2.73,2.99,3.22,4.28,3.87,1.42,2.28,3.11,3.34,4.26,3.68,4.54,2.17,4.06,4.05,3.98,3.57,2.97,4.58,4.16,4.11
04-14,4.4,4.34,4.47,5.13,7.67,1.78,2.29,2.56,1.91,3.66,2.9,4.38,2.35,5.29,3.34,3.36,2.75,4.79,3.7,6.39,3.71
04-15,4.85,3.15,4.11,3.44,5.52,2.9,3.41,3.76,4.98,6.4,1.52,1.82,2.88,4.1,4.85,3.64,3.94,4.01,3.59,3.95,3.53
04-16,3.91,2.93,4,3.34,5.04,2.69,3.61,3.66,3.83,4.51,2.44,2.87,3.19,7.34,5.14,5.06,3.24,4.83,4.6,2.89,3.78
04-17,1.86,5.04,4.64,3.6,5.01,4.02,2.4,3.1,3.34,1.6,2.05,4.03,3.48,7.34,3.16,5.13,3.85,2.19,3.29,5.82,5.6
04-18,2.87,5.15,7.56,2.78,2.31,3.72,2.36,4.36,1.48,3.73,3.61,4.19,1.99,4.38,1.84,6.45,5.31,5.97,2.93,3.87,4.69
04-19,3.31,3.85,5.06,0.78,2.89,3.74,4.42,5.11,2.53,1.55,4.06,4.98,2.48,4.15,2.18,2.37,2.33,5.25,2.12,2.04,2.62
04-20,4.74,2.44,1.6,1.91,3.12,5.18,3.58,5.85,5.04,1.72,4.34,3.46,3.44,1.87,5.71,2.32,2.26,3.13,3.08,2.35,3.24
04-21,2.54,1.74,4.21,4.65,3.39,3.43,2.82,1.84,6.27,2.89,5.28,4.21,2.68,5.04,6.1,2.38,2.87,4.76,3.91,3.81,4.23
04-22,2.93,1.48,4.26,3.1,2.78,3.17,2.73,4.96,1.76,1.72,5.78,2.25,1.6,4.77,2.92,2,4.23,2.24,4.51,4.43,4.29
04-23,4.79,1.45,4.4,2.47,4.79,6.35,1.73,7.98,3.76,2.7,7.13,2.58,1.24,3.44,1.85,2.95,5.08,3.17,3.64,4.73,3.75
04-24,0.92,2.31,2.87,2.33,5.65,5.04,4.53,3.55,4.12,3.33,6.16,5.97,3.78,4.23,3.57,2.74,3.84,2.75,1.95,5.06,3.2
04-25,4.37,4.6,4.39,2.18,3.08,3.53,2.62,2.98,4.22,4.29,4.65,5.88,3.97,5.03,3.99,3.25,4.55,4.55,2.91,2.15,1.96
04-26,3.78,4.17,3.65,3.3,4.21,4.44,3.37,2.87,4.72,3,10.16,3.42,3.77,2.26,4.08,3.38,3.22,4.44,2.94,3.19,1.36
04-27,3.98,2.74,4.6,4.66,5.59,2.6,5.33,3.49,3.09,6.04,6.18,6.07,2.26,4.63,4.09,3.91,3.53,2.51,2.14,4.6,3.07
04-28,2.87,4.47,4.59,6.06,5,3.72,4.86,3.47,2.97,5.92,3.75,3.41,2.72,2.8,2.73,4.31,1.6,3.1,4.6,5.66,6.18
04-29,3.99,3.68,3.37,6.04,3.39,4.15,6.35,2.56,5.41,5.61,3.24,2.83,3.89,4.42,5.19,6.46,5.27,4.23,3.88,3.48,4.69
04-30,2.77,3.3,3.32,4.44,4.12,2.37,5.68,3.57,5.79,5.33,3.72,4.76,3.56,4.21,4.21,4.27,4.84,3.9,4.25,3.83,1.41
05-01,4.21,4,4.12,4.06,2.19,3.32,3.39,2.39,2.23,4.03,2.95,2.5,3.29,5.12,3.51,4.3,5.41,4.86,5,3.84,3.15
05-02,4.17,2.2,4.64,9.18,2.04,4.55,2.27,2.13,3.75,4.9,3.94,4.22,4.98,3.81,1.99,2.81,3.61,4.96,4.08,1.82,4.04
05-03,3.47,2.23,4.29,5.02,4.04,5.46,3.33,2.35,5.02,4.01,3.29,3.28,1.4,3.48,2.45,4.03,3.47,3.95,3.11,2.15,2
05-04,4.65,4.31,3.4,3.49,3.6,3.04,2.46,2.6,3.06,4.43,5.15,2.75,0.87,4.55,3.87,4.15,4.01,2.38,2.43,3.49,4.48
05-05,3.98,2.38,2.79,3.07,3.83,2.21,3.56,3.15,3.96,6.32,4.92,3.58,1.14,2.06,6.57,3.08,2.77,4.19,2.84,3.96,4.86
05-06,3.87,4.48,2.66,5.43,1.63,1.73,2.23,3.4,3.13,3.14,3.74,3.1,2.88,4.68,3.71,0.84,4.19,4.57,6.99,2.21,3.47
05-07,3.61,3.98,1.85,2.76,4.02,2.53,3.86,3.61,1.35,5.2,5.29,3.22,2.81,5.44,3.38,1.25,2.89,3.64,4.69,2.13,4.11
05-08,4.25,4.11,1.37,6.75,3.27,1.97,4.43,4.39,2.99,4.41,4.62,2.33,5.5,6.09,3.08,2.02,1.64,1.67,3.54,3.65,1.97
05-09,4.11,3.26,1.97,3.48,3.34,2.62,2.97,2.54,1.51,4.33,4.55,3.75,2.49,2.65,1.3,2.16,2.47,4.62,1.38,2.9,5.48
05-10,4.32,2.57,3.1,3.09,3.75,2.99,3.36,4.02,2.45,6.21,2.61,4.62,4.87,4.91,4.66,3.49,2.71,4.72,4.34,1.27,4.51
05-11,2.95,2.99,3.62,3.74,3.38,3.22,2.64,4.09,3.2,3.05,2.52,2.52,5.61,4.55,3.39,2.54,0.79,3.2,4.5,3.31,3.62
05-12,3.06,3.43,4.1,4.54,2.29,2.12,3.51,4.19,3.25,5.05,2.6,3.01,3.91,4.4,4.47,3.67,1.35,3.62,1.56,3.16,4.48
05-13,1.78,2.59,5.49,3.52,1.75,2.48,3.11,3.71,2.74,3.11,5.17,0.78,5.76,2.04,5.48,2.8,1.65,2.93,1.79,4.11,5.4
05-14,3.48,2.67,3.36,3.27,2.66,1.85,2.65,2.59,2.4,3.14,2.36,1.59,3.77,3.49,4.42,3.8,1.91,1.77,3.32,3.85,4.53
05-15,3.11,3.23,3.45,2.86,2.35,3.17,1.73,3.3,4.48,2.96,1.69,2.51,4.79,2.81,3.99,3.2,4,3.26,3.15,3.19,2.64
05-16,2.88,2.22,1.99,4.59,3.13,3.74,2.63,2.59,4.68,2.49,2.74,4.1,3.95,4,3.82,1.71,3.77,3.72,4.08,3.89,2.13
05-17,2.82,1.36,1.73,3.53,3.24,3.18,4.53,1.04,1.51,2.94,4.76,3.49,3.05,2.87,2.62,4.35,2.73,3.09,4.56,3.32,3.06
05-18,2.95,2.02,4.11,4.51,2.54,2.95,2.63,1.62,2.81,5.54,2.46,3.52,3.91,2.32,5.65,3.32,2.51,2.82,2.94,3.3,1.63
05-19,2.93,2.07,3.5,4.14,3.68,4.46,2.17,2.78,2.94,4.37,2.36,3.53,2.15,4.49,3.69,4.03,4.23,4.79,4.94,3.18,5.22
05-20,3.78,2.06,5.37,2.66,3.52,3.57,2.7,3.93,2.32,3.08,1.98,5.06,1.26,3.7,4.43,4.43,3.57,2.88,4.94,3.03,3.83
05-21,2.03,1.46,2.42,3.39,2.78,5.88,2.5,2.23,3.17,2.58,3.75,4.27,1.71,3.25,4.75,2.99,3.74,3.22,4,1.81,2.41
05-22,2.79,3.51,3.85,4.7,3.02,2.53,3.07,3.53,2.26,1.52,1.72,3.73,1.2,4.77,3.97,2.45,3.58,2.52,4.63,1.47,3.88
05-23,2.74,1.72,2.12,3.69,3.77,2.97,4.3,3.14,3.05,4.76,3.47,2.93,1.97,4.93,6.86,2.83,2.13,2.75,5.24,2.8,2.28
05-24,2.76,2.55,3.13,5.76,3.48,2.43,1.99,3.15,4.29,3.81,5.45,1.79,1.25,5.42,3.25,4.98,2.09,2.38,3.12,2.21,3.89
05-25,3.66,3,3.11,3.2,2.96,1.77,2.81,5.36,3.1,2.49,3.16,3.1,1.58,5.05,2.88,4.57,2.85,3.3,2.16,2.76,2.45
05-26,2.42,4.24,4.59,4.84,2.62,3.25,1.92,5.5,1.82,1.09,4.51,2.46,2.18,1.88,4.57,4.16,6.08,3.68,3.99,2.31,2.64
05-27,2.47,1.81,2.83,3.64,3.54,2.67,2.27,3.69,2.37,4.34,1.84,2.08,1.77,3.81,3.99,3.54,2.76,5.18,4.68,1.49,3.93
05-28,2.33,4.99,2.13,2.87,3.81,3.22,1.98,1.44,1.52,4.7,3.53,3.66,3.62,4.77,4.36,3.55,1.68,2.68,2.74,2.34,4.57
05-29,2.16,3.22,3.77,2.47,4.69,3.87,3.76,1.41,3.03,3.05,4.2,3.36,3.05,2.31,4.32,2.8,3.59,2.51,3.94,1.71,3.71
05-30,3.49,4.28,5.65,3.96,2.38,2.29,4.88,3.62,2.9,2.46,4.12,1.83,4.19,4.93,3.33,4.25,3.72,3.85,3.48,3.19,1.62
05-31,3.41,3.29,4.99,2.27,3.63,2.76,4.37,2.36,2,3.81,2.6,1.45,3.89,3.58,4.75,3.48,3.17,3.75,2.78,1.52,1.72
06-01,1.55,5.26,1.57,4.17,2.87,2.29,2.52,3.02,1.6,2.88,2,1.56,3.85,3.22,4.14,2.15,4.53,3.76,5.48,1.87,2.67
06-02,3.68,4.09,2.07,5.46,2.79,1.81,3.91,2.97,1.75,2.22,1.54,2.31,2.14,2.88,3.68,1.7,3.86,2.27,3.39,2.68,1.75
06-03,4.03,1.33,2.2,2.27,3.56,2.59,3.13,2.88,1.04,1.97,3.35,1.55,1.66,3.07,5.06,4.01,2.15,2.31,3.11,2.61,3.45
06-04,3.87,3.06,3.39,1.93,1.87,1.5,2.47,1.89,1.86,1.46,2.98,1.1,3.61,5,3.86,1.97,3.52,5.52,2.31,1.88,2.26
06-05,3.48,1.46,4.05,4.58,3.05,2.08,1.79,1.35,2.35,2.36,2.01,1.78,4.28,3.63,3.71,2.84,4.69,3.32,2.55,2.08,3.6
06-06,4.12,2.86,2.81,2.32,3.53,1.88,4.22,1.09,3.72,1.2,3.51,1.37,3.73,1.94,3.14,1.99,3.25,3,1.69,1.26,2.09
